Species,Day,Date,Rep,SH_Tide,SH_Temp,MHW,Tank,L,W
Magallana gigas,19,NA,5,No Tide,15,24,11,3.32,1.929
Magallana gigas,19,NA,6,No Tide,15,24,11,2.541,1.856
Magallana gigas,19,NA,7,No Tide,15,24,11,3.288,1.883
Magallana gigas,19,NA,8,No Tide,15,24,11,2.173,1.651
Magallana gigas,19,NA,9,No Tide,15,24,11,2.368,1.698
Magallana gigas,19,NA,10,No Tide,15,24,11,2.443,1.51
Magallana gigas,19,NA,1,No Tide,21,24,11,3.1,1.908
Magallana gigas,19,NA,2,No Tide,21,24,11,2.85,1.818
Magallana gigas,19,NA,3,No Tide,21,24,11,4.067,1.884
Magallana gigas,19,NA,4,No Tide,21,24,11,2.474,1.936
Magallana gigas,19,NA,5,No Tide,21,24,11,2.855,1.951
Magallana gigas,19,NA,6,No Tide,21,24,11,2.585,1.818
Magallana gigas,19,NA,7,No Tide,21,24,11,3.302,2.087
Magallana gigas,19,NA,8,No Tide,21,24,11,3.022,1.58
Magallana gigas,19,NA,9,No Tide,21,24,11,2.687,1.596
Magallana gigas,19,NA,10,No Tide,21,24,11,2.407,1.535
Magallana gigas,19,NA,1,Tide,15,24,12,2.438,1.678
Magallana gigas,19,NA,2,Tide,15,24,12,3.383,1.887
Magallana gigas,19,NA,3,Tide,15,24,12,2.859,2.042
Magallana gigas,19,NA,4,Tide,15,24,12,2.508,2.433
Magallana gigas,19,NA,5,Tide,15,24,12,2.23,1.807
Magallana gigas,19,NA,6,Tide,15,24,12,2.434,2.324
Magallana gigas,19,NA,7,Tide,15,24,12,2.66,2.327
Magallana gigas,19,NA,8,Tide,15,24,12,2.543,1.884
Magallana gigas,19,NA,9,Tide,15,24,12,2.345,1.685
Magallana gigas,19,NA,10,Tide,15,24,12,2.4,1.666
Magallana gigas,19,NA,1,Tide,21,24,12,3.853,2.241
Magallana gigas,19,NA,2,Tide,21,24,12,2.509,1.715
Magallana gigas,19,NA,3,Tide,21,24,12,3.34,2.12
Magallana gigas,19,NA,4,Tide,21,24,12,2.901,1.773
Magallana gigas,19,NA,5,Tide,21,24,12,2.809,1.75
Magallana gigas,19,NA,6,Tide,21,24,12,2.804,1.886
Magallana gigas,19,NA,7,Tide,21,24,12,2.836,1.983
Magallana gigas,19,NA,8,Tide,21,24,12,2.806,1.969
Magallana gigas,19,NA,9,Tide,21,24,12,2.5,1.691
Magallana gigas,19,NA,10,Tide,21,24,12,2.591,1.788
Magallana gigas,19,NA,1,No Tide,15,24,12,2.667,1.598
Magallana gigas,19,NA,2,No Tide,15,24,12,2.943,1.65
Magallana gigas,19,NA,3,No Tide,15,24,12,2.909,1.637
Magallana gigas,19,NA,4,No Tide,15,24,12,2.914,1.485
Magallana gigas,19,NA,5,No Tide,15,24,12,3.134,2.118
Magallana gigas,19,NA,6,No Tide,15,24,12,2.811,1.706
Magallana gigas,19,NA,7,No Tide,15,24,12,2.435,1.668
Magallana gigas,19,NA,8,No Tide,15,24,12,2.875,1.897
Magallana gigas,19,NA,9,No Tide,15,24,12,2.931,1.694
Magallana gigas,19,NA,10,No Tide,15,24,12,2.117,1.567
Magallana gigas,19,NA,1,No Tide,21,24,12,3.161,1.775
Magallana gigas,19,NA,2,No Tide,21,24,12,3.167,2.596
Magallana gigas,19,NA,3,No Tide,21,24,12,2.929,1.886
Magallana gigas,19,NA,4,No Tide,21,24,12,3.629,2.052
Magallana gigas,19,NA,5,No Tide,21,24,12,2.61,1.894
Magallana gigas,19,NA,6,No Tide,21,24,12,3.337,1.925
Magallana gigas,19,NA,7,No Tide,21,24,12,2.417,1.752
Magallana gigas,19,NA,8,No Tide,21,24,12,2.228,1.998
Magallana gigas,19,NA,9,No Tide,21,24,12,2.712,2.312
Magallana gigas,19,NA,1,Tide,15,24,13,2.618,1.931
Magallana gigas,19,NA,2,Tide,15,24,13,2.069,1.96
Magallana gigas,19,NA,3,Tide,15,24,13,2.268,2.105
Magallana gigas,19,NA,4,Tide,15,24,13,2.304,1.794
Magallana gigas,19,NA,5,Tide,15,24,13,3.285,1.865
Magallana gigas,19,NA,6,Tide,15,24,13,2.799,2.046
Magallana gigas,19,NA,7,Tide,15,24,13,2.205,2.017
Magallana gigas,19,NA,8,Tide,15,24,13,2.192,1.638
Magallana gigas,19,NA,9,Tide,15,24,13,2.709,1.574
Magallana gigas,19,NA,10,Tide,15,24,13,3.259,2.106
Magallana gigas,19,NA,1,Tide,21,24,13,2.518,1.919
Magallana gigas,19,NA,2,Tide,21,24,13,2.312,1.516
Magallana gigas,19,NA,3,Tide,21,24,13,2.557,1.757
Magallana gigas,19,NA,4,Tide,21,24,13,2.652,1.995
Magallana gigas,19,NA,5,Tide,21,24,13,2.777,2.013
Magallana gigas,19,NA,6,Tide,21,24,13,2.435,1.735
Magallana gigas,19,NA,7,Tide,21,24,13,1.964,1.744
Magallana gigas,19,NA,8,Tide,21,24,13,2.252,1.78
Magallana gigas,19,NA,1,No Tide,15,24,13,3.202,1.669
Magallana gigas,19,NA,2,No Tide,15,24,13,2.864,2.013
Magallana gigas,19,NA,3,No Tide,15,24,13,2.627,1.92
Magallana gigas,19,NA,4,No Tide,15,24,13,3.145,1.995
Magallana gigas,19,NA,5,No Tide,15,24,13,3.317,1.745
Magallana gigas,19,NA,6,No Tide,15,24,13,2.374,1.561
Magallana gigas,19,NA,7,No Tide,15,24,13,3.091,2.172
Magallana gigas,19,NA,8,No Tide,15,24,13,2.481,1.68
Magallana gigas,19,NA,9,No Tide,15,24,13,2.777,1.749
Magallana gigas,19,NA,1,No Tide,21,24,13,3.152,1.59
Magallana gigas,19,NA,2,No Tide,21,24,13,3.232,1.878
Magallana gigas,19,NA,3,No Tide,21,24,13,2.74,1.517
Magallana gigas,19,NA,4,No Tide,21,24,13,3.018,1.549
Magallana gigas,19,NA,5,No Tide,21,24,13,3.567,1.918
Magallana gigas,19,NA,6,No Tide,21,24,13,2.709,2.06
Magallana gigas,19,NA,7,No Tide,21,24,13,2.437,1.591
Magallana gigas,19,NA,8,No Tide,21,24,13,3.573,1.958
Magallana gigas,19,NA,9,No Tide,21,24,13,2.496,1.773
Magallana gigas,19,NA,10,No Tide,21,24,13,2.419,1.757
Magallana gigas,19,NA,1,Tide,15,24,14,2.936,1.798
Magallana gigas,19,NA,2,Tide,15,24,14,2.473,2.019
Magallana gigas,19,NA,3,Tide,15,24,14,1.987,2.072
Magallana gigas,19,NA,4,Tide,15,24,14,2.469,1.524
Magallana gigas,19,NA,5,Tide,15,24,14,3.469,1.916
Magallana gigas,19,NA,6,Tide,15,24,14,2.978,1.821
Magallana gigas,19,NA,7,Tide,15,24,14,2.203,1.944
Magallana gigas,19,NA,8,Tide,15,24,14,2.678,1.834
Magallana gigas,19,NA,9,Tide,15,24,14,2.54,1.74
Magallana gigas,19,NA,10,Tide,15,24,14,2.88,1.774
Magallana gigas,19,NA,1,Tide,21,24,14,2.513,1.635
Magallana gigas,19,NA,2,Tide,21,24,14,2.731,1.497
Magallana gigas,19,NA,3,Tide,21,24,14,2.459,1.741
Magallana gigas,19,NA,4,Tide,21,24,14,3.009,1.825
Magallana gigas,19,NA,5,Tide,21,24,14,2.285,1.714
Magallana gigas,19,NA,6,Tide,21,24,14,2.298,1.806
Magallana gigas,19,NA,7,Tide,21,24,14,2.665,1.631
Magallana gigas,19,NA,8,Tide,21,24,14,2.893,1.98
Magallana gigas,19,NA,9,Tide,21,24,14,2.396,1.475
Magallana gigas,19,NA,10,Tide,21,24,14,2.537,1.631
Magallana gigas,19,NA,1,No Tide,15,24,14,2.921,1.712
Magallana gigas,19,NA,2,No Tide,15,24,14,2.051,2.636
Magallana gigas,19,NA,3,No Tide,15,24,14,1.753,2.664
Magallana gigas,19,NA,4,No Tide,15,24,14,1.699,2.133
Magallana gigas,19,NA,5,No Tide,15,24,14,2.56,1.687
Magallana gigas,19,NA,6,No Tide,15,24,14,2.573,1.645
Magallana gigas,19,NA,7,No Tide,15,24,14,2.799,2.069
Magallana gigas,19,NA,8,No Tide,15,24,14,2.84,1.834
Magallana gigas,19,NA,9,No Tide,15,24,14,2.526,1.847
Magallana gigas,19,NA,10,No Tide,15,24,14,2.341,1.59
Magallana gigas,19,NA,1,No Tide,21,24,14,3.628,1.889
Magallana gigas,19,NA,2,No Tide,21,24,14,2.807,1.658
Magallana gigas,19,NA,3,No Tide,21,24,14,3.198,2.126
Magallana gigas,19,NA,4,No Tide,21,24,14,3.077,1.83
Magallana gigas,19,NA,5,No Tide,21,24,14,2.283,2.069
Magallana gigas,19,NA,6,No Tide,21,24,14,2.505,1.902
Magallana gigas,19,NA,7,No Tide,21,24,14,3.412,1.834
Magallana gigas,19,NA,8,No Tide,21,24,14,2.766,1.753
Magallana gigas,19,NA,9,No Tide,21,24,14,3.181,1.61
Magallana gigas,19,NA,10,No Tide,21,24,14,2.721,1.727
Magallana gigas,19,NA,1,Tide,15,24,15,2.829,1.859
Magallana gigas,19,NA,2,Tide,15,24,15,2.345,1.714
Magallana gigas,19,NA,3,Tide,15,24,15,2.598,1.907
Magallana gigas,19,NA,4,Tide,15,24,15,2.492,1.82
Magallana gigas,19,NA,5,Tide,15,24,15,2.583,1.638
Magallana gigas,19,NA,6,Tide,15,24,15,2.237,1.899
Magallana gigas,19,NA,7,Tide,15,24,15,3.082,2.026
Magallana gigas,19,NA,8,Tide,15,24,15,2.691,2.691
Magallana gigas,19,NA,9,Tide,15,24,15,2.552,1.818
Magallana gigas,19,NA,10,Tide,15,24,15,2.22,1.762
Magallana gigas,19,NA,1,Tide,21,24,15,3.54,2.517
Magallana gigas,19,NA,2,Tide,21,24,15,2.964,2.049
Magallana gigas,19,NA,3,Tide,21,24,15,2.794,1.75
Magallana gigas,19,NA,4,Tide,21,24,15,3.197,2.42
Magallana gigas,19,NA,5,Tide,21,24,15,2.914,1.874
Magallana gigas,19,NA,6,Tide,21,24,15,2.964,1.851
Magallana gigas,19,NA,7,Tide,21,24,15,2.511,1.609
Magallana gigas,19,NA,8,Tide,21,24,15,2.88,1.896
Magallana gigas,19,NA,9,Tide,21,24,15,2.886,1.693
Magallana gigas,19,NA,1,No Tide,15,24,15,2.892,2.215
Magallana gigas,19,NA,2,No Tide,15,24,15,2.865,1.959
Magallana gigas,19,NA,3,No Tide,15,24,15,3.509,1.857
Magallana gigas,19,NA,4,No Tide,15,24,15,2.767,2.002
Magallana gigas,19,NA,5,No Tide,15,24,15,3.262,1.654
Magallana gigas,19,NA,6,No Tide,15,24,15,2.892,1.672
Magallana gigas,19,NA,7,No Tide,15,24,15,2.871,2.029
Magallana gigas,19,NA,8,No Tide,15,24,15,3.404,1.852
Magallana gigas,19,NA,9,No Tide,15,24,15,2.781,1.79
Magallana gigas,19,NA,10,No Tide,15,24,15,2.552,1.589
Magallana gigas,19,NA,1,No Tide,21,24,15,3.084,2.326
Magallana gigas,19,NA,2,No Tide,21,24,15,3.669,2.122
Magallana gigas,19,NA,3,No Tide,21,24,15,2.952,2.122
Magallana gigas,19,NA,4,No Tide,21,24,15,2.663,1.999
Magallana gigas,19,NA,5,No Tide,21,24,15,3.517,1.841
Magallana gigas,19,NA,6,No Tide,21,24,15,3.463,2.455
Magallana gigas,19,NA,7,No Tide,21,24,15,2.941,2.284
Magallana gigas,19,NA,8,No Tide,21,24,15,2.98,2.045
Magallana gigas,19,NA,9,No Tide,21,24,15,2.668,1.942
Magallana gigas,19,NA,10,No Tide,21,24,15,3.567,1.932
Magallana gigas,19,NA,1,Tide,15,21,16,2.589,1.633
Magallana gigas,19,NA,2,Tide,15,21,16,2.382,1.852
Magallana gigas,19,NA,3,Tide,15,21,16,2.973,1.741
Magallana gigas,19,NA,4,Tide,15,21,16,2.476,1.825
Magallana gigas,19,NA,5,Tide,15,21,16,2.702,1.676
Magallana gigas,19,NA,6,Tide,15,21,16,2.3,1.763
Magallana gigas,19,NA,7,Tide,15,21,16,2.892,1.53
Magallana gigas,19,NA,8,Tide,15,21,16,2.014,1.595
Magallana gigas,19,NA,9,Tide,15,21,16,2.064,1.658
Magallana gigas,19,NA,10,Tide,15,21,16,2.357,1.459
Magallana gigas,19,NA,1,Tide,21,21,16,2.426,1.658
Magallana gigas,19,NA,2,Tide,21,21,16,2.406,1.734
Magallana gigas,19,NA,3,Tide,21,21,16,2.677,1.628
Magallana gigas,19,NA,4,Tide,21,21,16,2.479,1.419
Magallana gigas,19,NA,5,Tide,21,21,16,2.825,1.825
Magallana gigas,19,NA,6,Tide,21,21,16,2.232,2.191
Magallana gigas,19,NA,7,Tide,21,21,16,2.666,1.977
Magallana gigas,19,NA,8,Tide,21,21,16,2.598,1.798
Magallana gigas,19,NA,9,Tide,21,21,16,2.555,1.784
Magallana gigas,19,NA,10,Tide,21,21,16,2.453,1.613
Magallana gigas,19,NA,1,No Tide,15,21,16,3.001,1.703
Magallana gigas,19,NA,2,No Tide,15,21,16,2.866,1.586
Magallana gigas,19,NA,3,No Tide,15,21,16,2.303,1.716
Magallana gigas,19,NA,4,No Tide,15,21,16,3.313,2.176
Magallana gigas,19,NA,5,No Tide,15,21,16,2.338,1.892
Magallana gigas,19,NA,6,No Tide,15,21,16,2.417,1.522
Magallana gigas,19,NA,7,No Tide,15,21,16,3.102,1.746
Magallana gigas,19,NA,8,No Tide,15,21,16,2.282,2.032
Magallana gigas,19,NA,9,No Tide,15,21,16,2.648,1.42
Magallana gigas,19,NA,10,No Tide,15,21,16,2.673,1.703
Magallana gigas,19,NA,1,No Tide,21,21,16,2.638,1.814
Magallana gigas,19,NA,2,No Tide,21,21,16,2.728,1.946
Magallana gigas,19,NA,3,No Tide,21,21,16,3.398,1.866
Magallana gigas,19,NA,4,No Tide,21,21,16,2.649,1.707
Magallana gigas,19,NA,5,No Tide,21,21,16,2.515,1.516
Magallana gigas,19,NA,6,No Tide,21,21,16,2.595,1.785
Magallana gigas,19,NA,7,No Tide,21,21,16,2.31,1.825
Magallana gigas,19,NA,8,No Tide,21,21,16,2.756,1.654
Magallana gigas,19,NA,9,No Tide,21,21,16,2.376,1.514
Magallana gigas,19,NA,10,No Tide,21,21,16,3.01,1.609
Magallana gigas,19,NA,1,Tide,15,21,17,2.582,1.942
Magallana gigas,19,NA,2,Tide,15,21,17,2.43,2.162
Magallana gigas,19,NA,3,Tide,15,21,17,2.666,1.768
Magallana gigas,19,NA,4,Tide,15,21,17,3.167,1.985
Magallana gigas,19,NA,5,Tide,15,21,17,2.349,1.899
Magallana gigas,19,NA,6,Tide,15,21,17,2.516,1.817
Magallana gigas,19,NA,7,Tide,15,21,17,2.693,1.851
Magallana gigas,19,NA,8,Tide,15,21,17,2.287,1.701
Magallana gigas,19,NA,9,Tide,15,21,17,2.668,1.817
Magallana gigas,19,NA,10,Tide,15,21,17,2.348,1.863
Magallana gigas,19,NA,1,Tide,21,21,17,2.466,1.887
Magallana gigas,19,NA,2,Tide,21,21,17,2.587,1.803
Magallana gigas,19,NA,3,Tide,21,21,17,2.987,2.061
Magallana gigas,19,NA,4,Tide,21,21,17,3.323,1.688
Magallana gigas,19,NA,5,Tide,21,21,17,3.287,1.941
Magallana gigas,19,NA,6,Tide,21,21,17,3.293,1.729
Magallana gigas,19,NA,7,Tide,21,21,17,2.809,1.783
Magallana gigas,19,NA,8,Tide,21,21,17,2.928,1.671
Magallana gigas,19,NA,9,Tide,21,21,17,2.984,1.907
Magallana gigas,19,NA,10,Tide,21,21,17,2.57,1.768
Magallana gigas,19,NA,1,No Tide,15,21,17,2.59,2.045
Magallana gigas,19,NA,2,No Tide,15,21,17,3.078,2.097
Magallana gigas,19,NA,3,No Tide,15,21,17,3.074,1.989
Magallana gigas,19,NA,4,No Tide,15,21,17,3.569,2.078
Magallana gigas,19,NA,5,No Tide,15,21,17,3.277,2.085
Magallana gigas,19,NA,6,No Tide,15,21,17,2.949,2.23
Magallana gigas,19,NA,7,No Tide,15,21,17,3.241,2.11
Magallana gigas,19,NA,8,No Tide,15,21,17,2.563,1.965
Magallana gigas,19,NA,9,No Tide,15,21,17,2.24,1.769
Magallana gigas,19,NA,10,No Tide,15,21,17,2.579,1.637
Magallana gigas,19,NA,1,No Tide,21,21,17,3.06,2.349
Magallana gigas,19,NA,2,No Tide,21,21,17,3.131,1.896
Magallana gigas,19,NA,3,No Tide,21,21,17,3.926,2.499
Magallana gigas,19,NA,4,No Tide,21,21,17,3.198,1.952
Magallana gigas,19,NA,5,No Tide,21,21,17,3.429,2.097
Magallana gigas,19,NA,6,No Tide,21,21,17,3.207,2.117
Magallana gigas,19,NA,7,No Tide,21,21,17,3.087,1.672
Magallana gigas,19,NA,8,No Tide,21,21,17,2.867,1.665
Magallana gigas,19,NA,9,No Tide,21,21,17,3.316,1.794
Magallana gigas,19,NA,10,No Tide,21,21,17,2.535,1.88
Magallana gigas,19,NA,1,Tide,15,21,18,3.451,1.789
Magallana gigas,19,NA,2,Tide,15,21,18,2.555,2.111
Magallana gigas,19,NA,3,Tide,15,21,18,3.013,1.729
Magallana gigas,19,NA,4,Tide,15,21,18,2.355,1.604
Magallana gigas,19,NA,5,Tide,15,21,18,1.923,1.817
Magallana gigas,19,NA,6,Tide,15,21,18,3.018,1.924
Magallana gigas,19,NA,7,Tide,15,21,18,3.078,1.939
Magallana gigas,19,NA,8,Tide,15,21,18,2.354,1.65
Magallana gigas,19,NA,9,Tide,15,21,18,3.34,1.764
Magallana gigas,19,NA,1,Tide,21,21,18,2.776,1.717
Magallana gigas,19,NA,2,Tide,21,21,18,2.412,1.78
Magallana gigas,19,NA,3,Tide,21,21,18,2.721,1.609
Magallana gigas,19,NA,4,Tide,21,21,18,2.391,2.075
Magallana gigas,19,NA,5,Tide,21,21,18,2.82,1.802
Magallana gigas,19,NA,6,Tide,21,21,18,2.816,1.796
Magallana gigas,19,NA,7,Tide,21,21,18,3.055,1.613
Magallana gigas,19,NA,8,Tide,21,21,18,2.469,1.823
Magallana gigas,19,NA,9,Tide,21,21,18,2.568,1.839
Magallana gigas,19,NA,10,Tide,21,21,18,2.035,1.535
Magallana gigas,19,NA,1,No Tide,15,21,18,2.502,1.919
Magallana gigas,19,NA,2,No Tide,15,21,18,2.455,1.847
Magallana gigas,19,NA,3,No Tide,15,21,18,2.35,1.791
Magallana gigas,19,NA,4,No Tide,15,21,18,2.923,1.675
Magallana gigas,19,NA,5,No Tide,15,21,18,3.427,1.874
Magallana gigas,19,NA,6,No Tide,15,21,18,3.108,1.94
Magallana gigas,19,NA,7,No Tide,15,21,18,2.762,1.913
Magallana gigas,19,NA,8,No Tide,15,21,18,2.762,1.658
Magallana gigas,19,NA,9,No Tide,15,21,18,2.555,1.866
Magallana gigas,19,NA,10,No Tide,15,21,18,2.535,1.639
Magallana gigas,19,NA,1,No Tide,21,21,18,3.568,1.728
Magallana gigas,19,NA,2,No Tide,21,21,18,2.421,1.596
Magallana gigas,19,NA,3,No Tide,21,21,18,3.296,1.877
Magallana gigas,19,NA,4,No Tide,21,21,18,2.988,2.087
Magallana gigas,19,NA,5,No Tide,21,21,18,3.038,2.083
Magallana gigas,19,NA,6,No Tide,21,21,18,2.493,1.74
Magallana gigas,19,NA,7,No Tide,21,21,18,2.53,1.541
Magallana gigas,19,NA,8,No Tide,21,21,18,2.583,1.843
Magallana gigas,19,NA,9,No Tide,21,21,18,2.219,1.548
Magallana gigas,19,NA,10,No Tide,21,21,18,2.91,1.746
Magallana gigas,19,NA,1,Tide,15,21,19,2.752,1.83
Magallana gigas,19,NA,2,Tide,15,21,19,2.517,1.977
Magallana gigas,19,NA,3,Tide,15,21,19,2.716,1.631
Magallana gigas,19,NA,4,Tide,15,21,19,2.924,1.701
Magallana gigas,19,NA,5,Tide,15,21,19,2.536,1.904
Magallana gigas,19,NA,6,Tide,15,21,19,2.484,1.746
Magallana gigas,19,NA,7,Tide,15,21,19,2.502,1.882
Magallana gigas,19,NA,8,Tide,15,21,19,2.501,1.945
Magallana gigas,19,NA,9,Tide,15,21,19,2.639,1.632
Magallana gigas,19,NA,10,Tide,15,21,19,2.298,1.988
Magallana gigas,19,NA,1,Tide,21,21,19,2.886,1.765
Magallana gigas,19,NA,2,Tide,21,21,19,3.173,1.732
Magallana gigas,19,NA,3,Tide,21,21,19,2.554,1.919
Magallana gigas,19,NA,4,Tide,21,21,19,3.05,2.07
Magallana gigas,19,NA,5,Tide,21,21,19,3.114,1.843
Magallana gigas,19,NA,6,Tide,21,21,19,2.517,1.817
Magallana gigas,19,NA,7,Tide,21,21,19,2.435,1.949
Magallana gigas,19,NA,8,Tide,21,21,19,3.341,2.205
Magallana gigas,19,NA,9,Tide,21,21,19,3.03,1.826
Magallana gigas,19,NA,10,Tide,21,21,19,2.744,1.649
Magallana gigas,19,NA,1,No Tide,15,21,19,3.598,2.026
Magallana gigas,19,NA,2,No Tide,15,21,19,3.041,1.663
Magallana gigas,19,NA,3,No Tide,15,21,19,2.99,1.864
Magallana gigas,19,NA,4,No Tide,15,21,19,3.352,1.842
Magallana gigas,19,NA,5,No Tide,15,21,19,2.644,1.853
Magallana gigas,19,NA,6,No Tide,15,21,19,2.497,1.781
Magallana gigas,19,NA,7,No Tide,15,21,19,3.142,1.686
Magallana gigas,19,NA,8,No Tide,15,21,19,3.02,1.855
Magallana gigas,19,NA,9,No Tide,15,21,19,2.714,1.908
Magallana gigas,19,NA,10,No Tide,15,21,19,2.124,1.7
Magallana gigas,19,NA,1,No Tide,21,21,19,3.339,1.726
Magallana gigas,19,NA,2,No Tide,21,21,19,2.66,1.693
Magallana gigas,19,NA,3,No Tide,21,21,19,2.84,1.77
Magallana gigas,19,NA,4,No Tide,21,21,19,2.686,1.436
Magallana gigas,19,NA,5,No Tide,21,21,19,2.61,1.781
Magallana gigas,19,NA,6,No Tide,21,21,19,3.36,1.639
Magallana gigas,19,NA,7,No Tide,21,21,19,2.969,1.924
Magallana gigas,19,NA,8,No Tide,21,21,19,2.803,1.599
Magallana gigas,19,NA,9,No Tide,21,21,19,2.807,2.024
Magallana gigas,19,NA,10,No Tide,21,21,19,2.097,1.663
Magallana gigas,19,NA,1,Tide,15,21,20,1.796,1.756
Magallana gigas,19,NA,2,Tide,15,21,20,3.197,1.796
Magallana gigas,19,NA,3,Tide,15,21,20,2.471,1.952
Magallana gigas,19,NA,4,Tide,15,21,20,2.776,2.069
Magallana gigas,19,NA,5,Tide,15,21,20,1.987,1.894
Magallana gigas,19,NA,6,Tide,15,21,20,2.799,1.934
Magallana gigas,19,NA,7,Tide,15,21,20,2.369,1.784
Magallana gigas,19,NA,8,Tide,15,21,20,3.062,1.76
Magallana gigas,19,NA,9,Tide,15,21,20,2.604,1.932
Magallana gigas,19,NA,10,Tide,15,21,20,3.195,1.706
Magallana gigas,19,NA,1,Tide,21,21,20,2.521,1.628
Magallana gigas,19,NA,2,Tide,21,21,20,2.927,1.599
Magallana gigas,19,NA,3,Tide,21,21,20,2.48,1.583
Magallana gigas,19,NA,4,Tide,21,21,20,2.705,1.442
Magallana gigas,19,NA,5,Tide,21,21,20,3.091,1.875
Magallana gigas,19,NA,6,Tide,21,21,20,2.586,2.044
Magallana gigas,19,NA,7,Tide,21,21,20,2.572,2.001
Magallana gigas,19,NA,8,Tide,21,21,20,2.376,1.811
Magallana gigas,19,NA,9,Tide,21,21,20,3.22,1.786
Magallana gigas,19,NA,10,Tide,21,21,20,2.395,1.592
Magallana gigas,19,NA,1,No Tide,15,21,20,3.252,1.619
Magallana gigas,19,NA,2,No Tide,15,21,20,2.354,1.455
Magallana gigas,19,NA,3,No Tide,15,21,20,3.151,1.811
Magallana gigas,19,NA,4,No Tide,15,21,20,3.071,2.165
Magallana gigas,19,NA,5,No Tide,15,21,20,2.233,1.693
Magallana gigas,19,NA,6,No Tide,15,21,20,2.723,1.755
Magallana gigas,19,NA,7,No Tide,15,21,20,2.626,1.967
Magallana gigas,19,NA,8,No Tide,15,21,20,2.835,1.92
Magallana gigas,19,NA,9,No Tide,15,21,20,2.354,1.864
Magallana gigas,19,NA,10,No Tide,15,21,20,2.696,1.743
Magallana gigas,19,NA,1,No Tide,21,21,20,3.244,1.936
Magallana gigas,19,NA,2,No Tide,21,21,20,2.788,2.015
Magallana gigas,19,NA,3,No Tide,21,21,20,2.62,1.977
Magallana gigas,19,NA,4,No Tide,21,21,20,2.853,1.867
Magallana gigas,19,NA,5,No Tide,21,21,20,3.338,2.033
Magallana gigas,19,NA,6,No Tide,21,21,20,2.677,2.218
Magallana gigas,19,NA,7,No Tide,21,21,20,3.008,1.778
Magallana gigas,19,NA,8,No Tide,21,21,20,2.56,2.032
Magallana gigas,19,NA,9,No Tide,21,21,20,2.742,2.257
Magallana gigas,19,NA,10,No Tide,21,21,20,2.947,2.05
