Species,SH_Temp,SH_Tide,MHW_Set,Tank,Oyster_Numb,Mortality,D_A,Experiment_Day,Date,,
C_sikamea,15,No Tide,18_24,5,66,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,67,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,68,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,69,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,70,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,71,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,72,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,73,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,74,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,75,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,76,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,77,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,78,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,79,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,80,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,1,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,2,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,3,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,4,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,5,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,6,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,7,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,8,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,9,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,10,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,11,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,12,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,13,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,14,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,15,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,16,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,17,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,18,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,19,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,20,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,21,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,22,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,23,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,24,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,25,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,26,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,27,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,28,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,29,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,30,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,31,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,32,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,33,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,34,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,35,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,36,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,37,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,38,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,39,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,6,40,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,41,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,42,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,43,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,44,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,45,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,46,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,47,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,48,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,49,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,50,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,51,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,52,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,53,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,54,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,55,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,56,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,57,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,58,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,59,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,60,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,61,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,62,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,63,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,64,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,65,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,66,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,67,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,68,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,69,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,70,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,71,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,72,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,73,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,74,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,75,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,76,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,77,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,78,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,79,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,6,80,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,1,1,Dead,15,3/10/2022,Experiment_Day,Date
C_sikamea,15,Tide,15_21,7,2,0,Alive,NA,NA,15,3/10/2022
C_sikamea,15,Tide,15_21,7,3,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,4,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,5,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,6,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,7,0,Alive,NA,NA,15,3/10/2022
C_sikamea,15,Tide,15_21,7,8,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,9,0,Alive,NA,NA,15,3/10/2022
C_sikamea,15,Tide,15_21,7,10,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,11,0,Alive,NA,NA,3,2/26/2022
C_sikamea,15,Tide,15_21,7,12,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,13,0,Alive,NA,NA,3,2/26/2022
C_sikamea,15,Tide,15_21,7,14,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,15,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,16,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,17,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,18,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,19,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,20,0,Alive,NA,NA,9,3/7/2022
C_sikamea,15,Tide,15_21,7,21,0,Alive,NA,NA,3,2/26/2022
C_sikamea,15,Tide,15_21,7,22,0,Alive,NA,NA,15,3/10/2022
C_sikamea,15,Tide,15_21,7,23,0,Alive,NA,NA,12,3/7/2022
C_sikamea,15,Tide,15_21,7,24,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,25,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,26,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,27,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,28,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,29,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,30,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,31,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,32,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,33,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,34,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,35,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,36,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,37,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,38,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,39,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,7,40,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,41,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,42,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,43,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,44,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,45,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,46,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,47,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,48,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,49,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,50,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,51,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,52,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,53,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,54,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,55,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,56,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,57,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,58,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,59,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,60,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,61,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,62,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,63,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,64,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,65,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,66,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,67,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,68,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,69,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,70,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,71,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,72,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,73,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,74,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,75,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,76,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,77,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,78,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,79,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,7,80,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,1,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,2,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,3,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,4,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,5,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,6,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,7,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,8,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,9,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,10,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,11,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,12,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,13,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,14,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,15,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,16,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,17,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,18,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,19,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,20,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,21,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,22,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,23,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,24,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,25,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,26,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,27,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,28,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,29,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,30,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,31,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,32,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,33,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,34,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,35,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,36,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,37,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,38,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,39,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,8,40,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,41,1,Dead,9,3/7/2022,,
C_sikamea,15,Tide,18_24,8,42,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,43,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,44,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,45,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,46,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,47,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,48,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,49,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,50,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,51,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,52,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,53,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,54,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,55,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,56,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,57,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,58,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,59,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,60,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,61,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,62,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,63,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,64,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,65,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,66,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,67,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,68,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,69,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,70,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,71,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,72,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,73,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,74,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,75,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,76,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,77,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,78,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,79,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,8,80,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,1,1,Dead,15,3/10/2022,,
C_sikamea,15,Tide,15_21,9,2,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,3,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,4,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,5,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,6,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,7,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,8,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,9,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,10,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,11,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,12,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,13,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,14,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,15,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,16,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,17,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,18,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,19,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,20,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,21,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,22,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,23,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,24,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,25,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,26,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,27,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,28,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,29,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,30,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,31,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,32,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,33,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,34,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,35,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,36,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,37,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,38,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,39,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,9,40,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,41,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,42,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,43,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,44,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,45,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,46,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,47,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,48,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,49,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,50,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,51,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,52,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,53,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,54,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,55,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,56,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,57,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,58,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,59,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,60,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,61,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,62,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,63,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,64,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,65,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,66,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,67,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,68,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,69,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,70,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,71,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,72,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,73,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,74,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,75,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,76,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,77,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,78,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,79,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,9,80,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,1,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,2,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,3,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,4,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,5,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,6,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,7,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,8,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,9,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,10,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,11,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,12,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,13,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,14,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,15,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,16,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,17,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,18,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,19,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,20,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,21,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,22,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,23,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,24,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,25,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,26,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,27,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,28,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,29,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,30,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,31,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,32,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,33,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,34,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,35,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,36,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,37,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,38,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,39,0,Alive,NA,NA,,
C_sikamea,15,Tide,15_21,10,40,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,41,1,Dead,9,3/7/2022,,
C_sikamea,15,Tide,18_24,10,42,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,43,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,44,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,45,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,46,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,47,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,48,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,49,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,50,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,51,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,52,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,53,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,54,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,55,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,56,0,Alive,NA,NA,,
C_sikamea,15,Tide,18_24,10,57,0,Alive,NA,NA,,
