Species,Day,Date,Rep,L_W,SH_Tide,SH_Temp,MHW,Tank,Size_mm
Ostrea lurida,19,,3,W,Tide,15,21,20,4.818
Ostrea lurida,19,,4,W,No Tide,15,21,18,4.854
Ostrea lurida,19,,4,W,Tide,15,21,17,4.857
Ostrea lurida,19,,4,W,No Tide,15,21,19,4.882
Ostrea lurida,19,,3,L,Tide,15,21,19,4.883
Ostrea lurida,19,,6,L,No Tide,15,21,17,4.89
Ostrea lurida,19,,5,L,No Tide,15,21,18,4.907
Ostrea lurida,19,,3,W,Tide,15,21,18,4.94
Ostrea lurida,19,,1,L,No Tide,15,21,19,4.973
Ostrea lurida,19,,8,W,No Tide,15,21,18,4.974
Ostrea lurida,19,,6,W,Tide,15,21,20,5
Ostrea lurida,19,,9,W,No Tide,15,21,17,5.004
Ostrea lurida,19,,6,L,Tide,15,21,17,5.005
Ostrea lurida,19,,1,L,Tide,15,21,19,5.014
Ostrea lurida,19,,8,L,No Tide,15,21,19,5.038
Ostrea lurida,19,,1,W,Tide,15,21,18,5.039
Ostrea lurida,19,,1,W,No Tide,15,21,20,5.052
Ostrea lurida,19,,9,W,No Tide,15,21,16,5.065
Ostrea lurida,19,,8,W,No Tide,15,21,20,5.094
Ostrea lurida,19,,1,L,No Tide,15,21,17,5.11
Ostrea lurida,19,,7,W,No Tide,15,21,19,5.116
Ostrea lurida,19,,4,W,No Tide,15,21,16,5.122
Ostrea lurida,19,,9,L,Tide,15,21,19,5.13
Ostrea lurida,19,,6,W,No Tide,15,21,18,5.157
Ostrea lurida,19,,5,L,Tide,15,21,19,5.218
Ostrea lurida,19,,10,L,No Tide,15,21,16,5.258
Ostrea lurida,19,,5,L,No Tide,15,21,19,5.31
Ostrea lurida,19,,2,W,No Tide,15,21,19,5.311
Ostrea lurida,19,,10,W,Tide,15,21,19,5.338
Ostrea lurida,19,,8,L,Tide,15,21,16,5.354
Ostrea lurida,19,,8,W,No Tide,15,21,16,5.361
Ostrea lurida,19,,4,L,No Tide,15,21,20,5.394
Ostrea lurida,19,,3,L,Tide,15,21,20,5.404
Ostrea lurida,19,,4,W,Tide,15,21,18,5.407
Ostrea lurida,19,,3,L,No Tide,15,21,19,5.469
Ostrea lurida,19,,2,W,No Tide,15,21,18,5.48
Ostrea lurida,19,,7,W,No Tide,15,21,20,5.505
Ostrea lurida,19,,8,L,Tide,15,21,19,5.539
Ostrea lurida,19,,9,L,No Tide,15,21,20,5.546
Ostrea lurida,19,,5,L,No Tide,15,21,20,5.55
Ostrea lurida,19,,10,W,No Tide,15,21,18,5.568
Ostrea lurida,19,,9,L,No Tide,15,21,17,5.57
Ostrea lurida,19,,2,W,No Tide,15,21,20,5.578
Ostrea lurida,19,,4,L,No Tide,15,21,18,5.602
Ostrea lurida,19,,4,L,Tide,15,21,17,5.606
Ostrea lurida,19,,4,W,Tide,15,21,19,5.627
Ostrea lurida,19,,4,L,Tide,15,21,16,5.684
Ostrea lurida,19,,9,L,Tide,15,21,18,5.69
Ostrea lurida,19,,7,W,Tide,15,21,16,5.762
Ostrea lurida,19,,8,L,No Tide,15,21,16,5.769
Ostrea lurida,19,,7,W,Tide,15,21,20,5.789
Ostrea lurida,19,,5,W,No Tide,15,21,17,5.811
Ostrea lurida,19,,10,L,No Tide,15,21,18,5.812
Ostrea lurida,19,,5,W,Tide,15,21,16,5.821
Ostrea lurida,19,,9,L,No Tide,15,21,16,5.826
Ostrea lurida,19,,7,L,Tide,15,21,17,5.851
Ostrea lurida,19,,4,L,No Tide,15,21,17,5.934
Ostrea lurida,19,,9,L,Tide,15,21,16,5.984
Ostrea lurida,19,,4,L,No Tide,15,21,19,6.001
Ostrea lurida,19,,5,L,No Tide,15,21,17,6.023
Ostrea lurida,19,,2,L,Tide,15,21,17,6.031
Ostrea lurida,19,,6,L,Tide,15,21,18,6.033
Ostrea lurida,19,,10,W,Tide,15,21,16,6.047
Ostrea lurida,19,,5,W,Tide,15,21,20,6.047
Ostrea lurida,19,,5,L,Tide,15,21,16,6.058
Ostrea lurida,19,,3,W,No Tide,15,21,17,6.064
Ostrea lurida,19,,2,L,No Tide,15,21,18,6.066
Ostrea lurida,19,,10,L,Tide,15,21,20,6.078
Ostrea lurida,19,,7,L,Tide,15,21,18,6.083
Ostrea lurida,19,,6,W,No Tide,15,21,19,6.101
Ostrea lurida,19,,2,L,No Tide,15,21,19,6.113
Ostrea lurida,19,,6,W,No Tide,15,21,20,6.138
Ostrea lurida,19,,10,W,No Tide,15,21,17,6.152
Ostrea lurida,19,,1,W,No Tide,15,21,16,6.157
Ostrea lurida,19,,1,W,No Tide,15,21,18,6.184
Ostrea lurida,19,,3,L,No Tide,15,21,16,6.205
Ostrea lurida,19,,6,L,Tide,15,21,20,6.214
Ostrea lurida,19,,3,L,No Tide,15,21,17,6.228
Ostrea lurida,19,,2,W,Tide,15,21,16,6.244
Ostrea lurida,19,,9,L,Tide,15,21,20,6.313
Ostrea lurida,19,,2,W,Tide,15,21,18,6.325
Ostrea lurida,19,,10,W,Tide,15,21,18,6.326
Ostrea lurida,19,,7,W,No Tide,15,21,16,6.34
Ostrea lurida,19,,10,L,No Tide,15,21,19,6.35
Ostrea lurida,19,,5,L,Tide,15,21,18,6.372
Ostrea lurida,19,,2,L,Tide,15,21,19,6.399
Ostrea lurida,19,,7,L,No Tide,15,21,18,6.437
Ostrea lurida,19,,4,W,Tide,15,21,20,6.456
Ostrea lurida,19,,4,L,Tide,15,21,18,6.494
Ostrea lurida,19,,1,L,Tide,15,21,18,6.508
Ostrea lurida,19,,8,L,No Tide,15,21,20,6.526
Ostrea lurida,19,,6,W,No Tide,15,21,16,6.546
Ostrea lurida,19,,5,L,Tide,15,21,20,6.571
Ostrea lurida,19,,8,W,Tide,15,21,20,6.571
Ostrea lurida,19,,3,L,Tide,15,21,16,6.578
Ostrea lurida,19,,1,L,Tide,15,21,20,6.596
Ostrea lurida,19,,8,L,Tide,15,21,18,6.619
Ostrea lurida,19,,1,L,No Tide,15,21,20,6.646
Ostrea lurida,19,,3,L,Tide,15,21,17,6.692
Ostrea lurida,19,,2,L,No Tide,15,21,16,6.723
Ostrea lurida,19,,7,L,No Tide,15,21,19,6.742
Ostrea lurida,19,,6,L,No Tide,15,21,20,6.81
Ostrea lurida,19,,3,L,No Tide,15,21,20,6.841
Ostrea lurida,19,,4,L,Tide,15,21,19,6.864
Ostrea lurida,19,,10,L,No Tide,15,21,17,6.868
Ostrea lurida,19,,8,W,Tide,15,21,18,6.868
Ostrea lurida,19,,8,L,No Tide,15,21,18,6.887
Ostrea lurida,19,,5,W,No Tide,15,21,16,6.964
Ostrea lurida,19,,9,L,Tide,15,21,17,7.085
Ostrea lurida,19,,3,W,No Tide,15,21,18,7.097
Ostrea lurida,19,,9,L,No Tide,15,21,18,7.181
Ostrea lurida,19,,4,L,Tide,15,21,20,7.189
Ostrea lurida,19,,3,W,No Tide,15,21,20,7.193
Ostrea lurida,19,,6,L,Tide,15,21,19,7.197
Ostrea lurida,19,,5,L,No Tide,15,21,16,7.229
Ostrea lurida,19,,7,L,Tide,15,21,20,7.282
Ostrea lurida,19,,7,L,Tide,15,21,16,7.316
Ostrea lurida,19,,7,L,No Tide,15,21,20,7.347
Ostrea lurida,19,,10,L,Tide,15,21,18,7.357
Ostrea lurida,19,,3,L,Tide,15,21,18,7.404
Ostrea lurida,19,,4,L,No Tide,15,21,16,7.457
Ostrea lurida,19,,2,L,Tide,15,21,16,7.5
Ostrea lurida,19,,2,L,Tide,15,21,18,7.509
Ostrea lurida,19,,10,L,Tide,15,21,19,7.547
Ostrea lurida,19,,2,L,No Tide,15,21,20,7.556
Ostrea lurida,19,,9,L,No Tide,15,21,19,7.61
Ostrea lurida,19,,3,L,No Tide,15,21,18,7.711
Ostrea lurida,19,,6,L,Tide,15,21,16,7.739
Ostrea lurida,19,,6,L,No Tide,15,21,16,7.792
Ostrea lurida,19,,10,L,Tide,15,21,16,7.845
Ostrea lurida,19,,1,L,No Tide,15,21,16,7.922
Ostrea lurida,19,,7,L,No Tide,15,21,16,8.016
Ostrea lurida,19,,7,L,Tide,15,21,19,8.034
Ostrea lurida,19,,6,L,No Tide,15,21,19,8.14
Ostrea lurida,19,,6,W,Tide,15,21,16,8.336
Ostrea lurida,19,,10,L,No Tide,15,21,20,8.557
Ostrea lurida,19,,1,L,No Tide,15,21,18,8.952
Ostrea lurida,19,,10,W,No Tide,15,21,20,8.958
Ostrea lurida,19,,6,L,No Tide,15,21,18,9.011
Ostrea lurida,19,,8,L,Tide,15,21,20,9.082
Ostrea lurida,19,,1,L,Tide,15,21,16,
Ostrea lurida,19,,1,W,Tide,15,21,16,
Ostrea lurida,19,,10,L,Tide,15,21,17,
Ostrea lurida,19,,10,W,Tide,15,21,17,
Ostrea lurida,19,,6,W,No Tide,15,24,15,2.98
Ostrea lurida,19,,8,W,Tide,15,24,11,3.424
Ostrea lurida,19,,9,W,Tide,15,24,11,3.525
Ostrea lurida,19,,10,W,Tide,15,24,13,3.678
Ostrea lurida,19,,8,W,No Tide,15,24,15,3.723
Ostrea lurida,19,,2,W,Tide,15,24,11,3.795
Ostrea lurida,19,,2,W,Tide,15,24,15,3.795
Ostrea lurida,19,,2,W,No Tide,15,24,15,3.83
Ostrea lurida,19,,6,W,Tide,15,24,14,3.835
Ostrea lurida,19,,10,W,No Tide,15,24,14,3.871
Ostrea lurida,19,,2,W,Tide,15,24,14,3.98
Ostrea lurida,19,,7,W,No Tide,15,24,14,3.999
Ostrea lurida,19,,1,W,No Tide,15,24,12,4.025
Ostrea lurida,19,,6,L,No Tide,15,24,15,4.039
Ostrea lurida,19,,6,W,No Tide,15,24,11,4.074
Ostrea lurida,19,,4,L,No Tide,15,24,15,4.105
Ostrea lurida,19,,8,W,Tide,15,24,14,4.147
Ostrea lurida,19,,7,W,No Tide,15,24,15,4.167
Ostrea lurida,19,,4,W,No Tide,15,24,15,4.197
Ostrea lurida,19,,9,W,Tide,15,24,13,4.247
Ostrea lurida,19,,4,W,Tide,15,24,15,4.287
Ostrea lurida,19,,7,L,No Tide,15,24,14,4.293
Ostrea lurida,19,,3,W,Tide,15,24,11,4.304
Ostrea lurida,19,,1,W,No Tide,15,24,13,4.311
Ostrea lurida,19,,5,W,Tide,15,24,14,4.316
Ostrea lurida,19,,2,L,Tide,15,24,15,4.365
Ostrea lurida,19,,4,W,No Tide,15,24,14,4.366
Ostrea lurida,19,,3,W,No Tide,15,24,15,4.393
Ostrea lurida,19,,7,W,No Tide,15,24,11,4.471
Ostrea lurida,19,,3,W,No Tide,15,24,12,4.482
Ostrea lurida,19,,1,W,Tide,15,24,12,4.491
Ostrea lurida,19,,1,W,No Tide,15,24,15,4.491
Ostrea lurida,19,,9,W,Tide,15,24,14,4.523
Ostrea lurida,19,,4,W,Tide,15,24,11,4.526
Ostrea lurida,19,,5,W,No Tide,15,24,15,4.536
Ostrea lurida,19,,9,L,Tide,15,24,11,4.54
Ostrea lurida,19,,8,W,Tide,15,24,15,4.547
Ostrea lurida,19,,3,W,Tide,15,24,12,4.56
Ostrea lurida,19,,1,W,Tide,15,24,14,4.564
Ostrea lurida,19,,7,W,Tide,15,24,15,4.669
Ostrea lurida,19,,9,L,Tide,15,24,14,4.698
Ostrea lurida,19,,8,W,Tide,15,24,12,4.722
Ostrea lurida,19,,8,L,No Tide,15,24,14,4.757
Ostrea lurida,19,,4,L,Tide,15,24,11,4.777
Ostrea lurida,19,,8,W,No Tide,15,24,11,4.817
Ostrea lurida,19,,9,W,No Tide,15,24,14,4.819
Ostrea lurida,19,,1,L,No Tide,15,24,14,4.827
Ostrea lurida,19,,3,W,No Tide,15,24,11,4.835
Ostrea lurida,19,,9,W,No Tide,15,24,15,4.837
Ostrea lurida,19,,8,L,No Tide,15,24,11,4.841
Ostrea lurida,19,,4,W,No Tide,15,24,13,4.852
Ostrea lurida,19,,1,W,No Tide,15,24,11,4.871
Ostrea lurida,19,,8,W,No Tide,15,24,14,4.885
Ostrea lurida,19,,5,L,Tide,15,24,14,4.892
Ostrea lurida,19,,2,W,Tide,15,24,13,4.902
Ostrea lurida,19,,10,W,No Tide,15,24,11,4.908
Ostrea lurida,19,,7,W,Tide,15,24,11,4.922
Ostrea lurida,19,,1,W,No Tide,15,24,14,4.937
Ostrea lurida,19,,2,W,Tide,15,24,12,4.974
Ostrea lurida,19,,2,W,No Tide,15,24,11,4.976
Ostrea lurida,19,,10,W,Tide,15,24,11,4.979
Ostrea lurida,19,,8,W,No Tide,15,24,12,4.983
Ostrea lurida,19,,5,W,Tide,15,24,11,4.991
Ostrea lurida,19,,7,W,No Tide,15,24,13,4.992
Ostrea lurida,19,,4,L,Tide,15,24,15,5.019
Ostrea lurida,19,,1,L,No Tide,15,24,12,5.023
Ostrea lurida,19,,4,W,Tide,15,24,12,5.058
Ostrea lurida,19,,10,W,Tide,15,24,15,5.07
Ostrea lurida,19,,10,L,Tide,15,24,13,5.074
Ostrea lurida,19,,9,W,No Tide,15,24,11,5.078
Ostrea lurida,19,,4,W,Tide,15,24,14,5.119
Ostrea lurida,19,,7,L,Tide,15,24,15,5.136
Ostrea lurida,19,,10,L,No Tide,15,24,11,5.145
Ostrea lurida,19,,10,L,Tide,15,24,11,5.154
Ostrea lurida,19,,9,W,No Tide,15,24,13,5.168
Ostrea lurida,19,,10,W,No Tide,15,24,15,5.182
Ostrea lurida,19,,2,L,Tide,15,24,12,5.258
Ostrea lurida,19,,6,L,Tide,15,24,14,5.302
Ostrea lurida,19,,1,W,Tide,15,24,13,5.318
Ostrea lurida,19,,6,W,Tide,15,24,12,5.364
Ostrea lurida,19,,5,L,Tide,15,24,11,5.41
Ostrea lurida,19,,10,W,No Tide,15,24,13,5.414
Ostrea lurida,19,,8,L,Tide,15,24,15,5.421
Ostrea lurida,19,,2,L,Tide,15,24,11,5.423
Ostrea lurida,19,,5,W,Tide,15,24,15,5.424
Ostrea lurida,19,,5,L,No Tide,15,24,15,5.43
Ostrea lurida,19,,9,L,Tide,15,24,13,5.458
Ostrea lurida,19,,6,L,No Tide,15,24,11,5.469
Ostrea lurida,19,,6,W,No Tide,15,24,12,5.482
Ostrea lurida,19,,2,W,No Tide,15,24,14,5.482
Ostrea lurida,19,,3,W,Tide,15,24,13,5.49
Ostrea lurida,19,,3,L,No Tide,15,24,11,5.506
Ostrea lurida,19,,9,W,Tide,15,24,15,5.516
Ostrea lurida,19,,6,W,No Tide,15,24,14,5.531
Ostrea lurida,19,,7,L,Tide,15,24,12,5.581
Ostrea lurida,19,,4,L,Tide,15,24,14,5.597
Ostrea lurida,19,,8,L,No Tide,15,24,15,5.605
Ostrea lurida,19,,7,W,Tide,15,24,12,5.606
Ostrea lurida,19,,1,W,Tide,15,24,15,5.61
Ostrea lurida,19,,8,W,Tide,15,24,13,5.617
Ostrea lurida,19,,5,W,No Tide,15,24,11,5.64
Ostrea lurida,19,,5,L,No Tide,15,24,14,5.677
Ostrea lurida,19,,7,L,No Tide,15,24,11,5.707
Ostrea lurida,19,,1,W,Tide,15,24,11,5.709
Ostrea lurida,19,,3,W,No Tide,15,24,14,5.714
Ostrea lurida,19,,8,L,Tide,15,24,11,5.736
Ostrea lurida,19,,4,L,No Tide,15,24,13,5.736
Ostrea lurida,19,,3,L,No Tide,15,24,15,5.742
Ostrea lurida,19,,9,L,No Tide,15,24,15,5.751
Ostrea lurida,19,,10,L,No Tide,15,24,14,5.752
Ostrea lurida,19,,2,L,No Tide,15,24,15,5.759
Ostrea lurida,19,,5,L,Tide,15,24,15,5.782
Ostrea lurida,19,,3,L,Tide,15,24,12,5.828
Ostrea lurida,19,,8,L,Tide,15,24,12,5.836
Ostrea lurida,19,,3,L,Tide,15,24,13,5.891
Ostrea lurida,19,,9,L,No Tide,15,24,11,5.91
Ostrea lurida,19,,4,L,No Tide,15,24,14,5.912
Ostrea lurida,19,,7,W,Tide,15,24,14,5.919
Ostrea lurida,19,,5,W,No Tide,15,24,13,5.92
Ostrea lurida,19,,6,W,Tide,15,24,11,5.941
Ostrea lurida,19,,6,W,No Tide,15,24,13,5.944
Ostrea lurida,19,,10,L,No Tide,15,24,15,5.945
Ostrea lurida,19,,4,W,No Tide,15,24,12,5.955
Ostrea lurida,19,,10,W,Tide,15,24,12,5.969
Ostrea lurida,19,,7,L,Tide,15,24,11,5.974
Ostrea lurida,19,,1,L,No Tide,15,24,11,6.005
Ostrea lurida,19,,10,W,Tide,15,24,14,6.045
Ostrea lurida,19,,6,W,Tide,15,24,13,6.062
Ostrea lurida,19,,9,W,No Tide,15,24,12,6.065
Ostrea lurida,19,,5,W,No Tide,15,24,14,6.077
Ostrea lurida,19,,1,L,Tide,15,24,12,6.083
Ostrea lurida,19,,4,W,Tide,15,24,13,6.126
Ostrea lurida,19,,6,L,No Tide,15,24,14,6.138
Ostrea lurida,19,,6,L,No Tide,15,24,12,6.143
Ostrea lurida,19,,8,L,Tide,15,24,13,6.146
Ostrea lurida,19,,5,W,No Tide,15,24,12,6.154
Ostrea lurida,19,,2,W,No Tide,15,24,12,6.157
Ostrea lurida,19,,10,W,No Tide,15,24,12,6.161
Ostrea lurida,19,,2,W,No Tide,15,24,13,6.165
Ostrea lurida,19,,1,L,No Tide,15,24,15,6.166
Ostrea lurida,19,,2,L,Tide,15,24,14,6.217
Ostrea lurida,19,,7,L,No Tide,15,24,15,6.217
Ostrea lurida,19,,2,L,No Tide,15,24,14,6.22
Ostrea lurida,19,,1,L,No Tide,15,24,13,6.224
Ostrea lurida,19,,1,L,Tide,15,24,15,6.298
Ostrea lurida,19,,10,L,Tide,15,24,14,6.352
Ostrea lurida,19,,9,L,No Tide,15,24,14,6.384
Ostrea lurida,19,,6,L,Tide,15,24,11,6.413
Ostrea lurida,19,,3,L,No Tide,15,24,14,6.425
Ostrea lurida,19,,4,L,No Tide,15,24,12,6.436
Ostrea lurida,19,,3,L,No Tide,15,24,12,6.444
Ostrea lurida,19,,5,W,Tide,15,24,13,6.464
Ostrea lurida,19,,4,L,No Tide,15,24,11,6.506
Ostrea lurida,19,,2,L,No Tide,15,24,11,6.534
Ostrea lurida,19,,5,W,Tide,15,24,12,6.545
Ostrea lurida,19,,3,W,No Tide,15,24,13,6.58
Ostrea lurida,19,,7,W,Tide,15,24,13,6.611
Ostrea lurida,19,,2,L,Tide,15,24,13,6.615
Ostrea lurida,19,,8,L,Tide,15,24,14,6.64
Ostrea lurida,19,,8,L,No Tide,15,24,12,6.653
Ostrea lurida,19,,6,L,Tide,15,24,15,6.657
Ostrea lurida,19,,4,W,No Tide,15,24,11,6.698
Ostrea lurida,19,,9,W,Tide,15,24,12,6.71
Ostrea lurida,19,,1,L,Tide,15,24,11,6.785
Ostrea lurida,19,,7,L,Tide,15,24,14,6.791
Ostrea lurida,19,,6,L,Tide,15,24,12,6.81
Ostrea lurida,19,,1,L,Tide,15,24,13,6.819
Ostrea lurida,19,,3,L,Tide,15,24,11,6.888
Ostrea lurida,19,,9,L,Tide,15,24,15,6.908
Ostrea lurida,19,,10,L,Tide,15,24,15,6.911
Ostrea lurida,19,,9,L,No Tide,15,24,13,6.926
Ostrea lurida,19,,3,W,Tide,15,24,15,6.93
Ostrea lurida,19,,10,L,Tide,15,24,12,6.939
Ostrea lurida,19,,10,L,No Tide,15,24,12,7.03
Ostrea lurida,19,,7,L,Tide,15,24,13,7.058
Ostrea lurida,19,,7,L,No Tide,15,24,12,7.09
Ostrea lurida,19,,3,L,No Tide,15,24,13,7.098
Ostrea lurida,19,,1,L,Tide,15,24,14,7.123
Ostrea lurida,19,,7,W,No Tide,15,24,12,7.14
Ostrea lurida,19,,6,L,No Tide,15,24,13,7.153
Ostrea lurida,19,,10,L,No Tide,15,24,13,7.186
Ostrea lurida,19,,6,W,Tide,15,24,15,7.314
Ostrea lurida,19,,6,L,Tide,15,24,13,7.377
Ostrea lurida,19,,5,L,No Tide,15,24,13,7.391
Ostrea lurida,19,,5,L,No Tide,15,24,11,7.393
Ostrea lurida,19,,5,L,Tide,15,24,12,7.46
Ostrea lurida,19,,4,L,Tide,15,24,13,7.497
Ostrea lurida,19,,2,L,No Tide,15,24,13,7.541
Ostrea lurida,19,,4,L,Tide,15,24,12,7.644
Ostrea lurida,19,,3,W,Tide,15,24,14,7.801
Ostrea lurida,19,,2,L,No Tide,15,24,12,7.857
Ostrea lurida,19,,9,L,No Tide,15,24,12,7.887
Ostrea lurida,19,,9,L,Tide,15,24,12,7.911
Ostrea lurida,19,,5,L,Tide,15,24,13,7.912
Ostrea lurida,19,,3,L,Tide,15,24,15,7.958
Ostrea lurida,19,,8,W,No Tide,15,24,13,8.193
Ostrea lurida,19,,3,L,Tide,15,24,14,8.261
Ostrea lurida,19,,5,L,No Tide,15,24,12,8.325
Ostrea lurida,19,,7,L,No Tide,15,24,13,8.483
Ostrea lurida,19,,8,L,No Tide,15,24,13,10.117
Ostrea lurida,19,,8,W,No Tide,21,15,1,2.487
Ostrea lurida,19,,3,W,Tide,21,15,1,2.679
Ostrea lurida,19,,8,W,No Tide,21,15,4,2.924
Ostrea lurida,19,,6,W,Tide,21,15,1,3.152
Ostrea lurida,19,,1,W,Tide,21,15,5,3.33
Ostrea lurida,19,,9,W,Tide,21,15,2,3.41
Ostrea lurida,19,,3,W,No Tide,21,15,2,3.571
Ostrea lurida,19,,8,L,No Tide,21,15,1,3.632
Ostrea lurida,19,,9,W,Tide,21,15,5,3.725
Ostrea lurida,19,,3,L,Tide,21,15,1,3.814
Ostrea lurida,19,,10,W,No Tide,21,15,2,3.827
Ostrea lurida,19,,5,W,Tide,21,15,5,3.94
Ostrea lurida,19,,7,W,Tide,21,15,1,3.947
Ostrea lurida,19,,10,W,Tide,21,15,2,3.948
Ostrea lurida,19,,4,W,Tide,21,15,5,3.963
Ostrea lurida,19,,4,W,No Tide,21,15,4,3.965
Ostrea lurida,19,,7,W,Tide,21,15,4,3.967
Ostrea lurida,19,,5,W,No Tide,21,15,5,3.981
Ostrea lurida,19,,7,W,No Tide,21,15,4,3.989
Ostrea lurida,19,,10,W,No Tide,21,15,3,4.006
Ostrea lurida,19,,3,W,Tide,21,15,4,4.014
Ostrea lurida,19,,8,L,No Tide,21,15,4,4.031
Ostrea lurida,19,,8,W,No Tide,21,15,2,4.032
Ostrea lurida,19,,8,W,Tide,21,15,4,4.056
Ostrea lurida,19,,5,W,Tide,21,15,1,4.07
Ostrea lurida,19,,2,L,No Tide,21,15,1,4.077
Ostrea lurida,19,,9,W,No Tide,21,15,5,4.077
Ostrea lurida,19,,9,W,Tide,21,15,1,4.111
Ostrea lurida,19,,3,W,Tide,21,15,3,4.111
Ostrea lurida,19,,2,W,Tide,21,15,5,4.119
Ostrea lurida,19,,9,W,No Tide,21,15,2,4.156
Ostrea lurida,19,,6,W,No Tide,21,15,5,4.177
Ostrea lurida,19,,1,W,Tide,21,15,4,4.21
Ostrea lurida,19,,6,L,Tide,21,15,2,4.243
Ostrea lurida,19,,10,L,Tide,21,15,1,4.293
Ostrea lurida,19,,1,W,Tide,21,15,1,4.303
Ostrea lurida,19,,10,W,Tide,21,15,5,4.34
Ostrea lurida,19,,2,W,Tide,21,15,1,4.378
Ostrea lurida,19,,5,W,No Tide,21,15,1,4.383
Ostrea lurida,19,,3,L,Tide,21,15,4,4.441
Ostrea lurida,19,,10,W,No Tide,21,15,4,4.443
Ostrea lurida,19,,1,W,No Tide,21,15,2,4.473
Ostrea lurida,19,,1,L,Tide,21,15,5,4.495
Ostrea lurida,19,,7,W,No Tide,21,15,5,4.495
Ostrea lurida,19,,9,W,Tide,21,15,4,4.582
Ostrea lurida,19,,7,L,Tide,21,15,5,4.594
Ostrea lurida,19,,9,L,Tide,21,15,5,4.62
Ostrea lurida,19,,10,W,Tide,21,15,1,4.624
Ostrea lurida,19,,2,W,No Tide,21,15,3,4.652
Ostrea lurida,19,,3,L,Tide,21,15,2,4.694
Ostrea lurida,19,,1,L,Tide,21,15,4,4.723
Ostrea lurida,19,,4,W,No Tide,21,15,2,4.743
Ostrea lurida,19,,2,W,No Tide,21,15,1,4.761
Ostrea lurida,19,,4,L,Tide,21,15,2,4.823
Ostrea lurida,19,,5,W,Tide,21,15,2,4.827
Ostrea lurida,19,,5,L,Tide,21,15,5,4.829
Ostrea lurida,19,,9,L,No Tide,21,15,2,4.867
Ostrea lurida,19,,6,L,Tide,21,15,1,4.9
Ostrea lurida,19,,8,W,Tide,21,15,5,4.954
Ostrea lurida,19,,7,W,No Tide,21,15,3,4.975
Ostrea lurida,19,,8,L,Tide,21,15,4,4.978
Ostrea lurida,19,,2,L,Tide,21,15,1,4.98
Ostrea lurida,19,,5,W,No Tide,21,15,3,4.994
Ostrea lurida,19,,7,L,No Tide,21,15,4,5.011
Ostrea lurida,19,,9,W,No Tide,21,15,4,5.039
Ostrea lurida,19,,4,W,Tide,21,15,3,5.054
Ostrea lurida,19,,7,W,No Tide,21,15,2,5.069
Ostrea lurida,19,,6,W,No Tide,21,15,3,5.122
Ostrea lurida,19,,9,L,No Tide,21,15,4,5.176
Ostrea lurida,19,,5,W,No Tide,21,15,2,5.179
Ostrea lurida,19,,9,W,No Tide,21,15,3,5.204
Ostrea lurida,19,,3,W,Tide,21,15,5,5.303
Ostrea lurida,19,,1,W,No Tide,21,15,1,5.304
Ostrea lurida,19,,3,L,Tide,21,15,3,5.339
Ostrea lurida,19,,10,L,No Tide,21,15,3,5.4
Ostrea lurida,19,,3,L,No Tide,21,15,4,5.418
Ostrea lurida,19,,7,L,Tide,21,15,1,5.431
Ostrea lurida,19,,10,L,Tide,21,15,5,5.433
Ostrea lurida,19,,7,L,No Tide,21,15,5,5.448
Ostrea lurida,19,,3,W,No Tide,21,15,1,5.461
Ostrea lurida,19,,8,L,No Tide,21,15,2,5.468
Ostrea lurida,19,,9,L,Tide,21,15,2,5.495
Ostrea lurida,19,,7,L,Tide,21,15,4,5.524
Ostrea lurida,19,,4,W,No Tide,21,15,1,5.532
Ostrea lurida,19,,4,W,Tide,21,15,4,5.534
Ostrea lurida,19,,10,L,Tide,21,15,2,5.556
Ostrea lurida,19,,9,W,Tide,21,15,3,5.556
Ostrea lurida,19,,2,W,No Tide,21,15,2,5.568
Ostrea lurida,19,,7,W,Tide,21,15,5,5.585
Ostrea lurida,19,,5,L,Tide,21,15,1,5.647
Ostrea lurida,19,,1,W,No Tide,21,15,5,5.651
Ostrea lurida,19,,10,W,No Tide,21,15,1,5.664
Ostrea lurida,19,,10,W,Tide,21,15,3,5.668
Ostrea lurida,19,,9,W,No Tide,21,15,1,5.688
Ostrea lurida,19,,5,L,Tide,21,15,4,5.692
Ostrea lurida,19,,8,L,Tide,21,15,5,5.719
Ostrea lurida,19,,6,W,No Tide,21,15,4,5.737
Ostrea lurida,19,,5,W,No Tide,21,15,4,5.744
Ostrea lurida,19,,1,W,Tide,21,15,3,5.775
Ostrea lurida,19,,6,W,Tide,21,15,4,5.82
Ostrea lurida,19,,5,L,Tide,21,15,2,5.835
Ostrea lurida,19,,3,W,No Tide,21,15,3,5.871
Ostrea lurida,19,,2,W,No Tide,21,15,4,5.876
Ostrea lurida,19,,3,L,Tide,21,15,5,5.878
Ostrea lurida,19,,1,W,No Tide,21,15,3,5.884
Ostrea lurida,19,,6,L,No Tide,21,15,5,5.903
Ostrea lurida,19,,1,L,No Tide,21,15,1,5.913
Ostrea lurida,19,,4,L,Tide,21,15,5,5.916
Ostrea lurida,19,,2,L,No Tide,21,15,3,5.918
Ostrea lurida,19,,4,W,Tide,21,15,1,5.927
Ostrea lurida,19,,7,W,Tide,21,15,3,5.963
Ostrea lurida,19,,9,L,No Tide,21,15,3,5.984
Ostrea lurida,19,,2,W,Tide,21,15,3,6.009
Ostrea lurida,19,,2,W,Tide,21,15,2,6.019
