Species,SH_Temp,SH_Tide,MHW,Tank,Oyster_Numb,Mortality,D_A
O_lurida,15,No Tide,18,8,8,0,Alive
O_lurida,15,No Tide,18,8,9,0,Alive
O_lurida,15,No Tide,18,8,10,0,Alive
O_lurida,15,No Tide,18,8,11,0,Alive
O_lurida,15,No Tide,18,8,12,0,Alive
O_lurida,15,No Tide,18,8,13,0,Alive
O_lurida,15,No Tide,18,8,14,0,Alive
O_lurida,15,No Tide,18,8,15,0,Alive
O_lurida,15,No Tide,18,8,16,0,Alive
O_lurida,15,No Tide,18,8,17,0,Alive
O_lurida,15,No Tide,18,8,18,0,Alive
O_lurida,15,No Tide,18,8,19,0,Alive
O_lurida,15,No Tide,18,8,20,0,Alive
O_lurida,15,Tide,18,8,1,0,Alive
O_lurida,15,Tide,18,8,2,0,Alive
O_lurida,15,Tide,18,8,3,0,Alive
O_lurida,15,Tide,18,8,4,0,Alive
O_lurida,15,Tide,18,8,5,0,Alive
O_lurida,15,Tide,18,8,6,0,Alive
O_lurida,15,Tide,18,8,7,0,Alive
O_lurida,15,Tide,18,8,8,0,Alive
O_lurida,15,Tide,18,8,9,0,Alive
O_lurida,15,Tide,18,8,10,0,Alive
O_lurida,15,Tide,18,8,11,0,Alive
O_lurida,15,Tide,18,8,12,0,Alive
O_lurida,15,Tide,18,8,13,0,Alive
O_lurida,15,Tide,18,8,14,0,Alive
O_lurida,15,Tide,18,8,15,0,Alive
O_lurida,15,Tide,18,8,16,0,Alive
O_lurida,15,Tide,18,8,17,0,Alive
O_lurida,15,Tide,18,8,18,0,Alive
O_lurida,15,Tide,18,8,19,0,Alive
O_lurida,15,Tide,18,8,20,0,Alive
O_lurida,21,Tide,18,8,1,0,Alive
O_lurida,21,Tide,18,8,2,0,Alive
O_lurida,21,Tide,18,8,3,0,Alive
O_lurida,21,Tide,18,8,4,0,Alive
O_lurida,21,Tide,18,8,5,0,Alive
O_lurida,21,Tide,18,8,6,0,Alive
O_lurida,21,Tide,18,8,7,0,Alive
O_lurida,21,Tide,18,8,8,0,Alive
O_lurida,21,Tide,18,8,9,0,Alive
O_lurida,21,Tide,18,8,10,0,Alive
O_lurida,21,Tide,18,8,11,0,Alive
O_lurida,21,Tide,18,8,12,0,Alive
O_lurida,21,Tide,18,8,13,0,Alive
O_lurida,21,Tide,18,8,14,0,Alive
O_lurida,21,Tide,18,8,15,0,Alive
O_lurida,21,Tide,18,8,16,0,Alive
O_lurida,21,Tide,18,8,17,0,Alive
O_lurida,21,Tide,18,8,18,0,Alive
O_lurida,21,Tide,18,8,19,0,Alive
O_lurida,21,Tide,18,8,20,0,Alive
O_lurida,21,No Tide,18,8,1,0,Alive
O_lurida,21,No Tide,18,8,2,0,Alive
O_lurida,21,No Tide,18,8,3,0,Alive
O_lurida,21,No Tide,18,8,4,0,Alive
O_lurida,21,No Tide,18,8,5,0,Alive
O_lurida,21,No Tide,18,8,6,0,Alive
O_lurida,21,No Tide,18,8,7,0,Alive
O_lurida,21,No Tide,18,8,8,0,Alive
O_lurida,21,No Tide,18,8,9,0,Alive
O_lurida,21,No Tide,18,8,10,0,Alive
O_lurida,21,No Tide,18,8,11,0,Alive
O_lurida,21,No Tide,18,8,12,0,Alive
O_lurida,21,No Tide,18,8,13,0,Alive
O_lurida,21,No Tide,18,8,14,0,Alive
O_lurida,21,No Tide,18,8,15,0,Alive
O_lurida,21,No Tide,18,8,16,0,Alive
O_lurida,21,No Tide,18,8,17,0,Alive
O_lurida,21,No Tide,18,8,18,0,Alive
O_lurida,21,No Tide,18,8,19,0,Alive
O_lurida,21,No Tide,18,8,20,0,Alive
O_lurida,15,No Tide,18,9,1,0,Alive
O_lurida,15,No Tide,18,9,2,0,Alive
O_lurida,15,No Tide,18,9,3,0,Alive
O_lurida,15,No Tide,18,9,4,0,Alive
O_lurida,15,No Tide,18,9,5,0,Alive
O_lurida,15,No Tide,18,9,6,0,Alive
O_lurida,15,No Tide,18,9,7,0,Alive
O_lurida,15,No Tide,18,9,8,0,Alive
O_lurida,15,No Tide,18,9,9,0,Alive
O_lurida,15,No Tide,18,9,10,0,Alive
O_lurida,15,No Tide,18,9,11,0,Alive
O_lurida,15,No Tide,18,9,12,0,Alive
O_lurida,15,No Tide,18,9,13,0,Alive
O_lurida,15,No Tide,18,9,14,0,Alive
O_lurida,15,No Tide,18,9,15,0,Alive
O_lurida,15,No Tide,18,9,16,0,Alive
O_lurida,15,No Tide,18,9,17,0,Alive
O_lurida,15,No Tide,18,9,18,0,Alive
O_lurida,15,No Tide,18,9,19,0,Alive
O_lurida,15,No Tide,18,9,20,0,Alive
O_lurida,15,Tide,18,9,1,1,Dead
O_lurida,15,Tide,18,9,2,0,Alive
O_lurida,15,Tide,18,9,3,0,Alive
O_lurida,15,Tide,18,9,4,0,Alive
O_lurida,15,Tide,18,9,5,0,Alive
O_lurida,15,Tide,18,9,6,0,Alive
O_lurida,15,Tide,18,9,7,0,Alive
O_lurida,15,Tide,18,9,8,0,Alive
O_lurida,15,Tide,18,9,9,0,Alive
O_lurida,15,Tide,18,9,10,0,Alive
O_lurida,15,Tide,18,9,11,0,Alive
O_lurida,15,Tide,18,9,12,0,Alive
O_lurida,15,Tide,18,9,13,0,Alive
O_lurida,15,Tide,18,9,14,0,Alive
O_lurida,15,Tide,18,9,15,0,Alive
O_lurida,15,Tide,18,9,16,0,Alive
O_lurida,15,Tide,18,9,17,0,Alive
O_lurida,15,Tide,18,9,18,0,Alive
O_lurida,15,Tide,18,9,19,0,Alive
O_lurida,15,Tide,18,9,20,0,Alive
O_lurida,21,Tide,18,9,1,1,Dead
O_lurida,21,Tide,18,9,2,0,Alive
O_lurida,21,Tide,18,9,3,0,Alive
O_lurida,21,Tide,18,9,4,0,Alive
O_lurida,21,Tide,18,9,5,0,Alive
O_lurida,21,Tide,18,9,6,0,Alive
O_lurida,21,Tide,18,9,7,0,Alive
O_lurida,21,Tide,18,9,8,0,Alive
O_lurida,21,Tide,18,9,9,0,Alive
O_lurida,21,Tide,18,9,10,0,Alive
O_lurida,21,Tide,18,9,11,0,Alive
O_lurida,21,Tide,18,9,12,0,Alive
O_lurida,21,Tide,18,9,13,0,Alive
O_lurida,21,Tide,18,9,14,0,Alive
O_lurida,21,Tide,18,9,15,0,Alive
O_lurida,21,Tide,18,9,16,0,Alive
O_lurida,21,Tide,18,9,17,0,Alive
O_lurida,21,Tide,18,9,18,0,Alive
O_lurida,21,Tide,18,9,19,0,Alive
O_lurida,21,Tide,18,9,20,0,Alive
O_lurida,21,No Tide,18,9,1,0,Alive
O_lurida,21,No Tide,18,9,2,0,Alive
O_lurida,21,No Tide,18,9,3,0,Alive
O_lurida,21,No Tide,18,9,4,0,Alive
O_lurida,21,No Tide,18,9,5,0,Alive
O_lurida,21,No Tide,18,9,6,0,Alive
O_lurida,21,No Tide,18,9,7,0,Alive
O_lurida,21,No Tide,18,9,8,0,Alive
O_lurida,21,No Tide,18,9,9,0,Alive
O_lurida,21,No Tide,18,9,10,0,Alive
O_lurida,21,No Tide,18,9,11,0,Alive
O_lurida,21,No Tide,18,9,12,0,Alive
O_lurida,21,No Tide,18,9,13,0,Alive
O_lurida,21,No Tide,18,9,14,0,Alive
O_lurida,21,No Tide,18,9,15,0,Alive
O_lurida,21,No Tide,18,9,16,0,Alive
O_lurida,21,No Tide,18,9,17,0,Alive
O_lurida,21,No Tide,18,9,18,0,Alive
O_lurida,21,No Tide,18,9,19,0,Alive
O_lurida,21,No Tide,18,9,20,0,Alive
O_lurida,15,No Tide,18,10,1,0,Alive
O_lurida,15,No Tide,18,10,2,0,Alive
O_lurida,15,No Tide,18,10,3,0,Alive
O_lurida,15,No Tide,18,10,4,0,Alive
O_lurida,15,No Tide,18,10,5,0,Alive
O_lurida,15,No Tide,18,10,6,0,Alive
O_lurida,15,No Tide,18,10,7,0,Alive
O_lurida,15,No Tide,18,10,8,0,Alive
O_lurida,15,No Tide,18,10,9,0,Alive
O_lurida,15,No Tide,18,10,10,0,Alive
O_lurida,15,No Tide,18,10,11,0,Alive
O_lurida,15,No Tide,18,10,12,0,Alive
O_lurida,15,No Tide,18,10,13,0,Alive
O_lurida,15,No Tide,18,10,14,0,Alive
O_lurida,15,No Tide,18,10,15,0,Alive
O_lurida,15,No Tide,18,10,16,0,Alive
O_lurida,15,No Tide,18,10,17,0,Alive
O_lurida,15,No Tide,18,10,18,0,Alive
O_lurida,15,No Tide,18,10,19,0,Alive
O_lurida,15,No Tide,18,10,20,0,Alive
O_lurida,15,Tide,18,10,1,0,Alive
O_lurida,15,Tide,18,10,2,0,Alive
O_lurida,15,Tide,18,10,3,0,Alive
O_lurida,15,Tide,18,10,4,0,Alive
O_lurida,15,Tide,18,10,5,0,Alive
O_lurida,15,Tide,18,10,6,0,Alive
O_lurida,15,Tide,18,10,7,0,Alive
O_lurida,15,Tide,18,10,8,0,Alive
O_lurida,15,Tide,18,10,9,0,Alive
O_lurida,15,Tide,18,10,10,0,Alive
O_lurida,15,Tide,18,10,11,0,Alive
O_lurida,15,Tide,18,10,12,0,Alive
O_lurida,15,Tide,18,10,13,0,Alive
O_lurida,15,Tide,18,10,14,0,Alive
O_lurida,15,Tide,18,10,15,0,Alive
O_lurida,15,Tide,18,10,16,0,Alive
O_lurida,15,Tide,18,10,17,0,Alive
O_lurida,15,Tide,18,10,18,0,Alive
O_lurida,15,Tide,18,10,19,0,Alive
O_lurida,15,Tide,18,10,20,0,Alive
O_lurida,21,Tide,18,10,1,1,Dead
O_lurida,21,Tide,18,10,2,0,Alive
O_lurida,21,Tide,18,10,3,0,Alive
O_lurida,21,Tide,18,10,4,0,Alive
O_lurida,21,Tide,18,10,5,0,Alive
O_lurida,21,Tide,18,10,6,0,Alive
O_lurida,21,Tide,18,10,7,0,Alive
O_lurida,21,Tide,18,10,8,0,Alive
O_lurida,21,Tide,18,10,9,0,Alive
O_lurida,21,Tide,18,10,10,0,Alive
O_lurida,21,Tide,18,10,11,0,Alive
O_lurida,21,Tide,18,10,12,0,Alive
O_lurida,21,Tide,18,10,13,0,Alive
O_lurida,21,Tide,18,10,14,0,Alive
O_lurida,21,Tide,18,10,15,0,Alive
O_lurida,21,Tide,18,10,16,0,Alive
O_lurida,21,Tide,18,10,17,0,Alive
O_lurida,21,Tide,18,10,18,0,Alive
O_lurida,21,Tide,18,10,19,0,Alive
O_lurida,21,Tide,18,10,20,0,Alive
O_lurida,21,No Tide,18,10,1,0,Alive
O_lurida,21,No Tide,18,10,2,0,Alive
O_lurida,21,No Tide,18,10,3,0,Alive
O_lurida,21,No Tide,18,10,4,0,Alive
O_lurida,21,No Tide,18,10,5,0,Alive
O_lurida,21,No Tide,18,10,6,0,Alive
O_lurida,21,No Tide,18,10,7,0,Alive
O_lurida,21,No Tide,18,10,8,0,Alive
O_lurida,21,No Tide,18,10,9,0,Alive
O_lurida,21,No Tide,18,10,10,0,Alive
O_lurida,21,No Tide,18,10,11,0,Alive
O_lurida,21,No Tide,18,10,12,0,Alive
O_lurida,21,No Tide,18,10,13,0,Alive
O_lurida,21,No Tide,18,10,14,0,Alive
O_lurida,21,No Tide,18,10,15,0,Alive
O_lurida,21,No Tide,18,10,16,0,Alive
O_lurida,21,No Tide,18,10,17,0,Alive
O_lurida,21,No Tide,18,10,18,0,Alive
O_lurida,21,No Tide,18,10,19,0,Alive
O_lurida,21,No Tide,18,10,20,0,Alive
O_lurida,15,No Tide,24,11,1,0,Alive
O_lurida,15,No Tide,24,11,2,0,Alive
O_lurida,15,No Tide,24,11,3,0,Alive
O_lurida,15,No Tide,24,11,4,0,Alive
O_lurida,15,No Tide,24,11,5,0,Alive
O_lurida,15,No Tide,24,11,6,0,Alive
O_lurida,15,No Tide,24,11,7,0,Alive
O_lurida,15,No Tide,24,11,8,0,Alive
O_lurida,15,No Tide,24,11,9,0,Alive
O_lurida,15,No Tide,24,11,10,0,Alive
O_lurida,15,No Tide,24,11,11,0,Alive
O_lurida,15,No Tide,24,11,12,0,Alive
O_lurida,15,No Tide,24,11,13,0,Alive
O_lurida,15,No Tide,24,11,14,0,Alive
O_lurida,15,No Tide,24,11,15,0,Alive
O_lurida,15,No Tide,24,11,16,0,Alive
O_lurida,15,No Tide,24,11,17,0,Alive
O_lurida,15,No Tide,24,11,18,0,Alive
O_lurida,15,No Tide,24,11,19,0,Alive
O_lurida,15,No Tide,24,11,20,0,Alive
O_lurida,15,Tide,24,11,1,1,Dead
O_lurida,15,Tide,24,11,2,1,Dead
O_lurida,15,Tide,24,11,3,0,Alive
O_lurida,15,Tide,24,11,4,0,Alive
O_lurida,15,Tide,24,11,5,0,Alive
O_lurida,15,Tide,24,11,6,0,Alive
O_lurida,15,Tide,24,11,7,0,Alive
O_lurida,15,Tide,24,11,8,0,Alive
O_lurida,15,Tide,24,11,9,0,Alive
O_lurida,15,Tide,24,11,10,0,Alive
O_lurida,15,Tide,24,11,11,0,Alive
O_lurida,15,Tide,24,11,12,0,Alive
O_lurida,15,Tide,24,11,13,0,Alive
O_lurida,15,Tide,24,11,14,0,Alive
O_lurida,15,Tide,24,11,15,0,Alive
O_lurida,15,Tide,24,11,16,0,Alive
O_lurida,15,Tide,24,11,17,0,Alive
O_lurida,15,Tide,24,11,18,0,Alive
O_lurida,15,Tide,24,11,19,0,Alive
O_lurida,15,Tide,24,11,20,0,Alive
O_lurida,21,Tide,24,11,1,1,Dead
O_lurida,21,Tide,24,11,2,0,Alive
O_lurida,21,Tide,24,11,3,0,Alive
O_lurida,21,Tide,24,11,4,0,Alive
O_lurida,21,Tide,24,11,5,0,Alive
O_lurida,21,Tide,24,11,6,0,Alive
O_lurida,21,Tide,24,11,7,0,Alive
O_lurida,21,Tide,24,11,8,0,Alive
O_lurida,21,Tide,24,11,9,0,Alive
O_lurida,21,Tide,24,11,10,0,Alive
O_lurida,21,Tide,24,11,11,0,Alive
O_lurida,21,Tide,24,11,12,0,Alive
O_lurida,21,Tide,24,11,13,0,Alive
O_lurida,21,Tide,24,11,14,0,Alive
O_lurida,21,Tide,24,11,15,0,Alive
O_lurida,21,Tide,24,11,16,0,Alive
O_lurida,21,Tide,24,11,17,0,Alive
O_lurida,21,Tide,24,11,18,0,Alive
O_lurida,21,Tide,24,11,19,0,Alive
O_lurida,21,Tide,24,11,20,0,Alive
O_lurida,21,No Tide,24,11,1,0,Alive
O_lurida,21,No Tide,24,11,2,0,Alive
O_lurida,21,No Tide,24,11,3,0,Alive
O_lurida,21,No Tide,24,11,4,0,Alive
O_lurida,21,No Tide,24,11,5,0,Alive
O_lurida,21,No Tide,24,11,6,0,Alive
O_lurida,21,No Tide,24,11,7,0,Alive
O_lurida,21,No Tide,24,11,8,0,Alive
O_lurida,21,No Tide,24,11,9,0,Alive
O_lurida,21,No Tide,24,11,10,0,Alive
O_lurida,21,No Tide,24,11,11,0,Alive
O_lurida,21,No Tide,24,11,12,0,Alive
O_lurida,21,No Tide,24,11,13,0,Alive
O_lurida,21,No Tide,24,11,14,0,Alive
O_lurida,21,No Tide,24,11,15,0,Alive
O_lurida,21,No Tide,24,11,16,0,Alive
O_lurida,21,No Tide,24,11,17,0,Alive
O_lurida,21,No Tide,24,11,18,0,Alive
O_lurida,21,No Tide,24,11,19,0,Alive
O_lurida,21,No Tide,24,11,20,0,Alive
O_lurida,15,No Tide,24,12,1,0,Alive
O_lurida,15,No Tide,24,12,2,0,Alive
O_lurida,15,No Tide,24,12,3,0,Alive
O_lurida,15,No Tide,24,12,4,0,Alive
O_lurida,15,No Tide,24,12,5,0,Alive
O_lurida,15,No Tide,24,12,6,0,Alive
O_lurida,15,No Tide,24,12,7,0,Alive
O_lurida,15,No Tide,24,12,8,0,Alive
O_lurida,15,No Tide,24,12,9,0,Alive
O_lurida,15,No Tide,24,12,10,0,Alive
O_lurida,15,No Tide,24,12,11,0,Alive
O_lurida,15,No Tide,24,12,12,0,Alive
O_lurida,15,No Tide,24,12,13,0,Alive
O_lurida,15,No Tide,24,12,14,0,Alive
O_lurida,15,No Tide,24,12,15,0,Alive
O_lurida,15,No Tide,24,12,16,0,Alive
O_lurida,15,No Tide,24,12,17,0,Alive
O_lurida,15,No Tide,24,12,18,0,Alive
O_lurida,15,No Tide,24,12,19,0,Alive
O_lurida,15,No Tide,24,12,20,0,Alive
O_lurida,15,Tide,24,12,1,0,Alive
O_lurida,15,Tide,24,12,2,0,Alive
O_lurida,15,Tide,24,12,3,0,Alive
O_lurida,15,Tide,24,12,4,0,Alive
O_lurida,15,Tide,24,12,5,0,Alive
O_lurida,15,Tide,24,12,6,0,Alive
O_lurida,15,Tide,24,12,7,0,Alive
O_lurida,15,Tide,24,12,8,0,Alive
O_lurida,15,Tide,24,12,9,0,Alive
O_lurida,15,Tide,24,12,10,0,Alive
O_lurida,15,Tide,24,12,11,0,Alive
O_lurida,15,Tide,24,12,12,0,Alive
O_lurida,15,Tide,24,12,13,0,Alive
O_lurida,15,Tide,24,12,14,0,Alive
O_lurida,15,Tide,24,12,15,0,Alive
O_lurida,15,Tide,24,12,16,0,Alive
O_lurida,15,Tide,24,12,17,0,Alive
O_lurida,15,Tide,24,12,18,0,Alive
O_lurida,15,Tide,24,12,19,0,Alive
O_lurida,15,Tide,24,12,20,0,Alive
O_lurida,21,Tide,24,12,1,0,Alive
O_lurida,21,Tide,24,12,2,0,Alive
O_lurida,21,Tide,24,12,3,0,Alive
O_lurida,21,Tide,24,12,4,0,Alive
O_lurida,21,Tide,24,12,5,0,Alive
O_lurida,21,Tide,24,12,6,0,Alive
O_lurida,21,Tide,24,12,7,0,Alive
O_lurida,21,Tide,24,12,8,0,Alive
O_lurida,21,Tide,24,12,9,0,Alive
O_lurida,21,Tide,24,12,10,0,Alive
O_lurida,21,Tide,24,12,11,0,Alive
O_lurida,21,Tide,24,12,12,0,Alive
O_lurida,21,Tide,24,12,13,0,Alive
O_lurida,21,Tide,24,12,14,0,Alive
O_lurida,21,Tide,24,12,15,0,Alive
O_lurida,21,Tide,24,12,16,0,Alive
O_lurida,21,Tide,24,12,17,0,Alive
O_lurida,21,Tide,24,12,18,0,Alive
O_lurida,21,Tide,24,12,19,0,Alive
O_lurida,21,Tide,24,12,20,0,Alive
O_lurida,21,No Tide,24,12,1,1,Dead
O_lurida,21,No Tide,24,12,2,1,Dead
O_lurida,21,No Tide,24,12,3,0,Alive
O_lurida,21,No Tide,24,12,4,0,Alive
O_lurida,21,No Tide,24,12,5,0,Alive
O_lurida,21,No Tide,24,12,6,0,Alive
O_lurida,21,No Tide,24,12,7,0,Alive
O_lurida,21,No Tide,24,12,8,0,Alive
O_lurida,21,No Tide,24,12,9,0,Alive
O_lurida,21,No Tide,24,12,10,0,Alive
O_lurida,21,No Tide,24,12,11,0,Alive
O_lurida,21,No Tide,24,12,12,0,Alive
O_lurida,21,No Tide,24,12,13,0,Alive
O_lurida,21,No Tide,24,12,14,0,Alive
O_lurida,21,No Tide,24,12,15,0,Alive
O_lurida,21,No Tide,24,12,16,0,Alive
O_lurida,21,No Tide,24,12,17,0,Alive
O_lurida,21,No Tide,24,12,18,0,Alive
O_lurida,21,No Tide,24,12,19,0,Alive
O_lurida,21,No Tide,24,12,20,0,Alive
O_lurida,15,No Tide,24,13,1,1,Dead
O_lurida,15,No Tide,24,13,2,0,Alive
O_lurida,15,No Tide,24,13,3,0,Alive
O_lurida,15,No Tide,24,13,4,0,Alive
O_lurida,15,No Tide,24,13,5,0,Alive
O_lurida,15,No Tide,24,13,6,0,Alive
O_lurida,15,No Tide,24,13,7,0,Alive
O_lurida,15,No Tide,24,13,8,0,Alive
O_lurida,15,No Tide,24,13,9,0,Alive
O_lurida,15,No Tide,24,13,10,0,Alive
O_lurida,15,No Tide,24,13,11,0,Alive
O_lurida,15,No Tide,24,13,12,0,Alive
O_lurida,15,No Tide,24,13,13,0,Alive
O_lurida,15,No Tide,24,13,14,0,Alive
O_lurida,15,No Tide,24,13,15,0,Alive
O_lurida,15,No Tide,24,13,16,0,Alive
O_lurida,15,No Tide,24,13,17,0,Alive
O_lurida,15,No Tide,24,13,18,0,Alive
O_lurida,15,No Tide,24,13,19,0,Alive
O_lurida,15,No Tide,24,13,20,0,Alive
O_lurida,15,Tide,24,13,1,0,Alive
O_lurida,15,Tide,24,13,2,0,Alive
O_lurida,15,Tide,24,13,3,0,Alive
O_lurida,15,Tide,24,13,4,0,Alive
O_lurida,15,Tide,24,13,5,0,Alive
O_lurida,15,Tide,24,13,6,0,Alive
O_lurida,15,Tide,24,13,7,0,Alive
O_lurida,15,Tide,24,13,8,0,Alive
O_lurida,15,Tide,24,13,9,0,Alive
O_lurida,15,Tide,24,13,10,0,Alive
O_lurida,15,Tide,24,13,11,0,Alive
O_lurida,15,Tide,24,13,12,0,Alive
O_lurida,15,Tide,24,13,13,0,Alive
O_lurida,15,Tide,24,13,14,0,Alive
O_lurida,15,Tide,24,13,15,0,Alive
O_lurida,15,Tide,24,13,16,0,Alive
O_lurida,15,Tide,24,13,17,0,Alive
O_lurida,15,Tide,24,13,18,0,Alive
O_lurida,15,Tide,24,13,19,0,Alive
O_lurida,15,Tide,24,13,20,0,Alive
O_lurida,21,Tide,24,13,1,0,Alive
O_lurida,21,Tide,24,13,2,0,Alive
O_lurida,21,Tide,24,13,3,0,Alive
O_lurida,21,Tide,24,13,4,0,Alive
O_lurida,21,Tide,24,13,5,0,Alive
O_lurida,21,Tide,24,13,6,0,Alive
O_lurida,21,Tide,24,13,7,0,Alive
O_lurida,21,Tide,24,13,8,0,Alive
O_lurida,21,Tide,24,13,9,0,Alive
O_lurida,21,Tide,24,13,10,0,Alive
O_lurida,21,Tide,24,13,11,0,Alive
O_lurida,21,Tide,24,13,12,0,Alive
O_lurida,21,Tide,24,13,13,0,Alive
O_lurida,21,Tide,24,13,14,0,Alive
O_lurida,21,Tide,24,13,15,0,Alive
O_lurida,21,Tide,24,13,16,0,Alive
O_lurida,21,Tide,24,13,17,0,Alive
O_lurida,21,Tide,24,13,18,0,Alive
O_lurida,21,Tide,24,13,19,0,Alive
O_lurida,21,Tide,24,13,20,0,Alive
O_lurida,21,No Tide,24,13,1,0,Alive
O_lurida,21,No Tide,24,13,2,0,Alive
O_lurida,21,No Tide,24,13,3,0,Alive
O_lurida,21,No Tide,24,13,4,0,Alive
O_lurida,21,No Tide,24,13,5,0,Alive
O_lurida,21,No Tide,24,13,6,0,Alive
O_lurida,21,No Tide,24,13,7,0,Alive
O_lurida,21,No Tide,24,13,8,0,Alive
O_lurida,21,No Tide,24,13,9,0,Alive
O_lurida,21,No Tide,24,13,10,0,Alive
O_lurida,21,No Tide,24,13,11,0,Alive
O_lurida,21,No Tide,24,13,12,0,Alive
O_lurida,21,No Tide,24,13,13,0,Alive
O_lurida,21,No Tide,24,13,14,0,Alive
O_lurida,21,No Tide,24,13,15,0,Alive
O_lurida,21,No Tide,24,13,16,0,Alive
O_lurida,21,No Tide,24,13,17,0,Alive
O_lurida,21,No Tide,24,13,18,0,Alive
O_lurida,21,No Tide,24,13,19,0,Alive
O_lurida,21,No Tide,24,13,20,0,Alive
O_lurida,15,No Tide,24,14,1,0,Alive
O_lurida,15,No Tide,24,14,2,0,Alive
O_lurida,15,No Tide,24,14,3,0,Alive
O_lurida,15,No Tide,24,14,4,0,Alive
O_lurida,15,No Tide,24,14,5,0,Alive
O_lurida,15,No Tide,24,14,6,0,Alive
O_lurida,15,No Tide,24,14,7,0,Alive
O_lurida,15,No Tide,24,14,8,0,Alive
O_lurida,15,No Tide,24,14,9,0,Alive
O_lurida,15,No Tide,24,14,10,0,Alive
O_lurida,15,No Tide,24,14,11,0,Alive
O_lurida,15,No Tide,24,14,12,0,Alive
O_lurida,15,No Tide,24,14,13,0,Alive
O_lurida,15,No Tide,24,14,14,0,Alive
O_lurida,15,No Tide,24,14,15,0,Alive
O_lurida,15,No Tide,24,14,16,0,Alive
O_lurida,15,No Tide,24,14,17,0,Alive
O_lurida,15,No Tide,24,14,18,0,Alive
O_lurida,15,No Tide,24,14,19,0,Alive
O_lurida,15,No Tide,24,14,20,0,Alive
O_lurida,15,Tide,24,14,1,0,Alive
O_lurida,15,Tide,24,14,2,0,Alive
O_lurida,15,Tide,24,14,3,0,Alive
O_lurida,15,Tide,24,14,4,0,Alive
O_lurida,15,Tide,24,14,5,0,Alive
O_lurida,15,Tide,24,14,6,0,Alive
O_lurida,15,Tide,24,14,7,0,Alive
O_lurida,15,Tide,24,14,8,0,Alive
O_lurida,15,Tide,24,14,9,0,Alive
O_lurida,15,Tide,24,14,10,0,Alive
O_lurida,15,Tide,24,14,11,0,Alive
O_lurida,15,Tide,24,14,12,0,Alive
O_lurida,15,Tide,24,14,13,0,Alive
O_lurida,15,Tide,24,14,14,0,Alive
O_lurida,15,Tide,24,14,15,0,Alive
O_lurida,15,Tide,24,14,16,0,Alive
O_lurida,15,Tide,24,14,17,0,Alive
O_lurida,15,Tide,24,14,18,0,Alive
O_lurida,15,Tide,24,14,19,0,Alive
O_lurida,15,Tide,24,14,20,0,Alive
O_lurida,21,Tide,24,14,1,0,Alive
O_lurida,21,Tide,24,14,2,0,Alive
O_lurida,21,Tide,24,14,3,0,Alive
O_lurida,21,Tide,24,14,4,0,Alive
O_lurida,21,Tide,24,14,5,0,Alive
O_lurida,21,Tide,24,14,6,0,Alive
O_lurida,21,Tide,24,14,7,0,Alive
O_lurida,21,Tide,24,14,8,0,Alive
O_lurida,21,Tide,24,14,9,0,Alive
O_lurida,21,Tide,24,14,10,0,Alive
O_lurida,21,Tide,24,14,11,0,Alive
O_lurida,21,Tide,24,14,12,0,Alive
O_lurida,21,Tide,24,14,13,0,Alive
O_lurida,21,Tide,24,14,14,0,Alive
O_lurida,21,Tide,24,14,15,0,Alive
O_lurida,21,Tide,24,14,16,0,Alive
O_lurida,21,Tide,24,14,17,0,Alive
O_lurida,21,Tide,24,14,18,0,Alive
O_lurida,21,Tide,24,14,19,0,Alive
O_lurida,21,Tide,24,14,20,0,Alive
O_lurida,21,No Tide,24,14,1,0,Alive
O_lurida,21,No Tide,24,14,2,0,Alive
O_lurida,21,No Tide,24,14,3,0,Alive
O_lurida,21,No Tide,24,14,4,0,Alive
O_lurida,21,No Tide,24,14,5,0,Alive
O_lurida,21,No Tide,24,14,6,0,Alive
O_lurida,21,No Tide,24,14,7,0,Alive
O_lurida,21,No Tide,24,14,8,0,Alive
O_lurida,21,No Tide,24,14,9,0,Alive
O_lurida,21,No Tide,24,14,10,0,Alive
O_lurida,21,No Tide,24,14,11,0,Alive
O_lurida,21,No Tide,24,14,12,0,Alive
O_lurida,21,No Tide,24,14,13,0,Alive
O_lurida,21,No Tide,24,14,14,0,Alive
O_lurida,21,No Tide,24,14,15,0,Alive
O_lurida,21,No Tide,24,14,16,0,Alive
O_lurida,21,No Tide,24,14,17,0,Alive
O_lurida,21,No Tide,24,14,18,0,Alive
O_lurida,21,No Tide,24,14,19,0,Alive
O_lurida,21,No Tide,24,14,20,0,Alive
O_lurida,15,No Tide,24,15,1,0,Alive
O_lurida,15,No Tide,24,15,2,0,Alive
O_lurida,15,No Tide,24,15,3,0,Alive
O_lurida,15,No Tide,24,15,4,0,Alive
O_lurida,15,No Tide,24,15,5,0,Alive
O_lurida,15,No Tide,24,15,6,0,Alive
O_lurida,15,No Tide,24,15,7,0,Alive
O_lurida,15,No Tide,24,15,8,0,Alive
O_lurida,15,No Tide,24,15,9,0,Alive
O_lurida,15,No Tide,24,15,10,0,Alive
O_lurida,15,No Tide,24,15,11,0,Alive
O_lurida,15,No Tide,24,15,12,0,Alive
O_lurida,15,No Tide,24,15,13,0,Alive
O_lurida,15,No Tide,24,15,14,0,Alive
O_lurida,15,No Tide,24,15,15,0,Alive
O_lurida,15,No Tide,24,15,16,0,Alive
