Species,Day,Date,Rep,SH_Tide,SH_Temp,MHW,Tank,W,L
Ostrea lurida,19,NA,2,Tide,15,24,12,4.974,5.258
Ostrea lurida,19,NA,8,No Tide,15,21,18,4.974,6.887
Ostrea lurida,19,NA,7,No Tide,21,15,3,4.975,7.273
Ostrea lurida,19,NA,2,No Tide,15,24,11,4.976,6.534
Ostrea lurida,19,NA,10,Tide,15,24,11,4.979,5.154
Ostrea lurida,19,NA,8,No Tide,15,24,12,4.983,6.653
Ostrea lurida,19,NA,9,No Tide,21,24,15,4.983,6.784
Ostrea lurida,19,NA,5,No Tide,15,18,6,4.986,7.321
Ostrea lurida,19,NA,5,Tide,15,24,11,4.991,5.41
Ostrea lurida,19,NA,7,No Tide,15,24,13,4.992,8.483
Ostrea lurida,19,NA,8,Tide,15,18,9,4.993,6.811
Ostrea lurida,19,NA,5,No Tide,21,15,3,4.994,6.645
Ostrea lurida,19,NA,4,No Tide,21,21,17,4.999,5.968
Ostrea lurida,19,NA,6,Tide,15,21,20,5,6.214
Ostrea lurida,19,NA,9,No Tide,15,21,17,5.004,5.57
Ostrea lurida,19,NA,8,No Tide,15,18,6,5.005,5.571
Ostrea lurida,19,NA,6,No Tide,15,18,9,5.01,5.968
Ostrea lurida,19,NA,1,Tide,15,18,9,5.016,6.446
Ostrea lurida,19,NA,5,Tide,15,15,1,5.023,5.397
Ostrea lurida,19,NA,6,Tide,15,18,7,5.025,5.904
Ostrea lurida,19,NA,9,No Tide,21,15,4,5.039,5.176
Ostrea lurida,19,NA,1,Tide,15,21,18,5.039,6.508
Ostrea lurida,19,NA,9,Tide,15,18,7,5.045,5.274
Ostrea lurida,19,NA,5,Tide,21,24,12,5.045,6.733
Ostrea lurida,19,NA,1,No Tide,15,21,20,5.052,6.646
Ostrea lurida,19,NA,4,Tide,21,15,3,5.054,6.174
Ostrea lurida,19,NA,3,No Tide,15,18,9,5.057,5.81
Ostrea lurida,19,NA,4,Tide,15,24,12,5.058,7.644
Ostrea lurida,19,NA,9,No Tide,15,21,16,5.065,5.826
Ostrea lurida,19,NA,7,No Tide,21,15,2,5.069,6.49
Ostrea lurida,19,NA,10,Tide,15,24,15,5.07,6.911
Ostrea lurida,19,NA,9,Tide,21,24,12,5.071,7.267
Ostrea lurida,19,NA,9,No Tide,15,24,11,5.078,5.91
Ostrea lurida,19,NA,3,No Tide,15,15,3,5.088,7.185
Ostrea lurida,19,NA,8,No Tide,15,21,20,5.094,6.526
Ostrea lurida,19,NA,6,Tide,21,24,13,5.101,5.758
Ostrea lurida,19,NA,2,No Tide,21,18,7,5.105,5.684
Ostrea lurida,19,NA,1,No Tide,21,24,11,5.108,8.313
Ostrea lurida,19,NA,7,No Tide,15,18,7,5.11,6.286
Ostrea lurida,19,NA,2,No Tide,15,15,3,5.116,5.676
Ostrea lurida,19,NA,7,No Tide,15,21,19,5.116,6.742
Ostrea lurida,19,NA,4,Tide,15,24,14,5.119,5.597
Ostrea lurida,19,NA,1,No Tide,15,18,10,5.12,6.024
Ostrea lurida,19,NA,6,No Tide,21,15,3,5.122,6.327
Ostrea lurida,19,NA,4,No Tide,15,21,16,5.122,7.457
Ostrea lurida,19,NA,3,No Tide,15,15,5,5.124,7.692
Ostrea lurida,19,NA,3,Tide,15,15,5,5.139,7.445
Ostrea lurida,19,NA,3,No Tide,21,18,10,5.151,5.981
Ostrea lurida,19,NA,6,No Tide,15,21,18,5.157,9.011
Ostrea lurida,19,NA,9,No Tide,15,24,13,5.168,6.926
Ostrea lurida,19,NA,5,No Tide,21,18,9,5.174,6.687
Ostrea lurida,19,NA,5,No Tide,21,15,2,5.179,6.411
Ostrea lurida,19,NA,10,No Tide,15,24,15,5.182,5.945
Ostrea lurida,19,NA,7,Tide,15,18,6,5.183,6.726
Ostrea lurida,19,NA,9,No Tide,21,21,19,5.187,5.866
Ostrea lurida,19,NA,9,No Tide,21,18,8,5.188,7.767
Ostrea lurida,19,NA,10,No Tide,21,18,7,5.195,7.219
Ostrea lurida,19,NA,5,No Tide,21,21,20,5.196,5.375
Ostrea lurida,19,NA,9,Tide,21,18,6,5.198,5.945
Ostrea lurida,19,NA,10,No Tide,15,15,2,5.199,6.249
Ostrea lurida,19,NA,9,No Tide,21,15,3,5.204,5.984
Ostrea lurida,19,NA,9,No Tide,15,18,10,5.208,7.186
Ostrea lurida,19,NA,6,No Tide,21,18,9,5.213,6.063
Ostrea lurida,19,NA,8,Tide,21,18,7,5.214,7.382
Ostrea lurida,19,NA,6,Tide,21,21,16,5.23,5.943
Ostrea lurida,19,NA,3,No Tide,21,21,20,5.234,5.642
Ostrea lurida,19,NA,9,Tide,15,15,1,5.238,5.797
Ostrea lurida,19,NA,2,No Tide,21,21,19,5.247,7.047
Ostrea lurida,19,NA,10,No Tide,15,18,9,5.248,6.093
Ostrea lurida,19,NA,10,Tide,21,18,6,5.258,6.717
Ostrea lurida,19,NA,2,No Tide,15,18,8,5.265,7.566
Ostrea lurida,19,NA,3,Tide,21,21,19,5.267,6.496
Ostrea lurida,19,NA,10,Tide,21,24,11,5.897,5.268
Ostrea lurida,19,NA,6,No Tide,21,21,18,5.268,5.881
Ostrea lurida,19,NA,9,No Tide,21,21,20,5.269,5.944
Ostrea lurida,19,NA,6,Tide,21,18,10,5.27,8.311
Ostrea lurida,19,NA,10,No Tide,21,24,13,5.274,8.3
Ostrea lurida,19,NA,5,Tide,15,15,2,5.277,7.134
Ostrea lurida,19,NA,6,Tide,15,15,1,5.286,10.068
Ostrea lurida,19,NA,3,No Tide,21,24,15,5.296,6.165
Ostrea lurida,19,NA,3,Tide,21,15,5,5.303,5.878
Ostrea lurida,19,NA,1,No Tide,21,15,1,5.304,5.913
Ostrea lurida,19,NA,2,No Tide,15,21,19,5.311,6.113
Ostrea lurida,19,NA,1,Tide,15,24,13,5.318,6.819
Ostrea lurida,19,NA,4,No Tide,21,18,6,5.331,6.869
Ostrea lurida,19,NA,10,Tide,15,21,19,5.338,7.547
Ostrea lurida,19,NA,2,Tide,15,15,4,5.34,6.732
Ostrea lurida,19,NA,3,Tide,21,24,15,5.345,7.995
Ostrea lurida,19,NA,5,Tide,21,21,17,5.347,5.77
Ostrea lurida,19,NA,7,No Tide,21,18,9,5.352,6.498
Ostrea lurida,19,NA,10,Tide,21,21,16,5.354,6.327
Ostrea lurida,19,NA,8,No Tide,21,18,7,5.357,6.496
Ostrea lurida,19,NA,10,Tide,21,24,12,5.359,6.006
Ostrea lurida,19,NA,8,No Tide,15,21,16,5.361,5.769
Ostrea lurida,19,NA,9,Tide,21,18,8,5.362,7.791
Ostrea lurida,19,NA,9,Tide,21,18,10,5.363,6.444
Ostrea lurida,19,NA,6,Tide,15,24,12,5.364,6.81
Ostrea lurida,19,NA,1,Tide,15,18,7,5.367,7.705
Ostrea lurida,19,NA,8,No Tide,15,18,7,5.372,6.366
Ostrea lurida,19,NA,7,No Tide,15,15,2,5.373,7.513
Ostrea lurida,19,NA,10,No Tide,15,18,7,5.394,5.709
Ostrea lurida,19,NA,1,No Tide,15,15,1,5.405,7.123
Ostrea lurida,19,NA,4,Tide,15,21,18,5.407,6.494
Ostrea lurida,19,NA,9,Tide,21,21,18,5.409,7.338
Ostrea lurida,19,NA,10,No Tide,15,24,13,5.414,7.186
Ostrea lurida,19,NA,3,No Tide,21,15,4,6.77,5.418
Ostrea lurida,19,NA,5,Tide,15,24,15,5.424,5.782
Ostrea lurida,19,NA,10,No Tide,21,21,17,5.428,6.276
Ostrea lurida,19,NA,6,No Tide,21,21,16,5.431,7.343
Ostrea lurida,19,NA,3,Tide,21,21,18,5.694,5.431
Ostrea lurida,19,NA,3,Tide,21,18,10,5.432,5.728
Ostrea lurida,19,NA,9,Tide,21,21,17,5.444,7.029
Ostrea lurida,19,NA,2,Tide,21,21,18,5.449,7.159
Ostrea lurida,19,NA,3,Tide,15,15,2,5.459,6.289
Ostrea lurida,19,NA,9,No Tide,21,18,6,5.459,8.071
Ostrea lurida,19,NA,3,No Tide,21,15,1,5.461,6.843
Ostrea lurida,19,NA,2,No Tide,15,18,6,5.463,6.439
Ostrea lurida,19,NA,1,No Tide,15,18,8,5.464,7.621
Ostrea lurida,19,NA,10,No Tide,21,21,19,5.465,8.795
Ostrea lurida,19,NA,2,No Tide,15,21,18,5.48,6.066
Ostrea lurida,19,NA,6,No Tide,15,24,12,5.482,6.143
Ostrea lurida,19,NA,2,No Tide,15,24,14,5.482,6.22
Ostrea lurida,19,NA,3,No Tide,21,18,6,5.483,6.797
Ostrea lurida,19,NA,3,Tide,15,24,13,5.49,5.891
Ostrea lurida,19,NA,2,No Tide,15,15,1,5.493,7.654
Ostrea lurida,19,NA,7,No Tide,15,21,20,5.505,7.347
Ostrea lurida,19,NA,6,Tide,15,18,9,5.514,6.517
Ostrea lurida,19,NA,9,Tide,15,24,15,5.516,6.908
Ostrea lurida,19,NA,6,No Tide,15,24,14,5.531,6.138
Ostrea lurida,19,NA,4,No Tide,21,15,1,5.532,7.658
Ostrea lurida,19,NA,4,Tide,21,15,4,5.534,6.667
Ostrea lurida,19,NA,8,Tide,15,18,10,5.536,6.471
Ostrea lurida,19,NA,2,No Tide,15,15,4,5.54,7.333
Ostrea lurida,19,NA,10,Tide,15,18,6,5.541,7.404
Ostrea lurida,19,NA,10,No Tide,21,18,8,5.545,7.63
Ostrea lurida,19,NA,9,Tide,21,15,3,5.556,7.497
Ostrea lurida,19,NA,1,Tide,21,18,10,5.562,7.512
Ostrea lurida,19,NA,9,No Tide,21,24,13,5.565,6.893
Ostrea lurida,19,NA,8,No Tide,15,15,3,5.566,8.012
Ostrea lurida,19,NA,2,No Tide,21,15,2,5.568,10.08
Ostrea lurida,19,NA,10,No Tide,15,21,18,5.568,5.812
Ostrea lurida,19,NA,6,No Tide,21,21,19,5.574,6.646
Ostrea lurida,19,NA,3,No Tide,15,15,2,5.576,7.139
Ostrea lurida,19,NA,2,No Tide,15,21,20,5.578,7.556
Ostrea lurida,19,NA,7,Tide,15,24,12,5.606,5.581
Ostrea lurida,19,NA,5,No Tide,21,21,17,5.591,7.229
Ostrea lurida,19,NA,10,No Tide,15,15,5,5.598,7.674
Ostrea lurida,19,NA,1,Tide,15,24,15,5.61,6.298
Ostrea lurida,19,NA,8,Tide,15,24,13,5.617,6.146
Ostrea lurida,19,NA,3,No Tide,21,18,7,5.62,6.702
Ostrea lurida,19,NA,10,Tide,21,24,13,5.624,7.64
Ostrea lurida,19,NA,4,Tide,15,21,19,5.627,6.864
Ostrea lurida,19,NA,5,No Tide,15,24,11,5.64,7.393
Ostrea lurida,19,NA,2,No Tide,15,15,2,5.642,8.468
Ostrea lurida,19,NA,9,Tide,21,24,11,5.645,6.11
Ostrea lurida,19,NA,1,No Tide,21,15,5,5.651,6.959
Ostrea lurida,19,NA,8,Tide,15,15,2,5.652,7.653
Ostrea lurida,19,NA,1,No Tide,21,18,8,5.656,7.308
Ostrea lurida,19,NA,5,Tide,21,21,18,5.663,6.139
Ostrea lurida,19,NA,10,No Tide,21,15,1,5.664,6.979
Ostrea lurida,19,NA,10,Tide,15,15,4,5.665,6.028
Ostrea lurida,19,NA,2,Tide,15,15,3,5.666,8.752
Ostrea lurida,19,NA,2,Tide,21,24,13,5.666,6.947
Ostrea lurida,19,NA,10,Tide,21,15,3,5.668,6.198
Ostrea lurida,19,NA,6,Tide,15,18,8,5.67,6.943
Ostrea lurida,19,NA,7,No Tide,15,15,4,5.676,7.474
Ostrea lurida,19,NA,5,No Tide,15,24,14,6.077,5.677
Ostrea lurida,19,NA,9,No Tide,21,15,1,5.688,6.506
Ostrea lurida,19,NA,5,Tide,21,15,4,6.053,5.692
Ostrea lurida,19,NA,1,Tide,15,15,3,5.694,7.133
Ostrea lurida,19,NA,4,Tide,21,21,20,5.697,7.75
Ostrea lurida,19,NA,8,No Tide,21,18,6,5.701,6.596
Ostrea lurida,19,NA,1,Tide,21,24,13,5.704,6.723
Ostrea lurida,19,NA,1,Tide,15,24,11,5.709,6.785
Ostrea lurida,19,NA,3,No Tide,15,24,14,5.714,6.425
Ostrea lurida,19,NA,9,Tide,21,21,16,5.724,7.456
Ostrea lurida,19,NA,6,No Tide,21,15,4,5.737,6.766
Ostrea lurida,19,NA,8,Tide,21,18,10,5.738,7.215
Ostrea lurida,19,NA,5,No Tide,21,15,4,5.744,6.177
Ostrea lurida,19,NA,4,Tide,15,15,2,5.848,5.746
Ostrea lurida,19,NA,6,Tide,15,15,5,5.747,6.79
Ostrea lurida,19,NA,3,Tide,15,15,1,5.756,8.439
Ostrea lurida,19,NA,7,Tide,15,21,16,5.762,7.316
Ostrea lurida,19,NA,10,No Tide,21,18,9,6.039,5.763
Ostrea lurida,19,NA,3,Tide,15,18,8,5.768,7.98
Ostrea lurida,19,NA,8,Tide,21,24,15,5.772,6.766
Ostrea lurida,19,NA,1,Tide,21,15,3,5.775,7.842
Ostrea lurida,19,NA,6,Tide,15,15,3,5.787,8.012
Ostrea lurida,19,NA,2,Tide,15,18,8,5.789,6.415
Ostrea lurida,19,NA,7,Tide,15,21,20,5.789,7.282
Ostrea lurida,19,NA,6,No Tide,15,15,4,5.807,7.297
Ostrea lurida,19,NA,5,No Tide,15,21,17,5.811,6.023
Ostrea lurida,19,NA,4,No Tide,21,21,20,5.818,6.631
Ostrea lurida,19,NA,5,No Tide,21,24,15,5.819,7.108
Ostrea lurida,19,NA,6,Tide,21,15,4,5.82,6.839
Ostrea lurida,19,NA,5,Tide,15,21,16,5.821,6.058
Ostrea lurida,19,NA,2,No Tide,21,24,12,5.834,6.715
Ostrea lurida,19,NA,7,No Tide,21,21,20,5.852,6.116
Ostrea lurida,19,NA,6,Tide,21,21,20,5.853,7.887
Ostrea lurida,19,NA,1,Tide,21,21,16,5.856,7.252
Ostrea lurida,19,NA,1,Tide,21,18,9,5.867,7.76
Ostrea lurida,19,NA,3,No Tide,21,15,3,5.871,6.616
Ostrea lurida,19,NA,7,Tide,21,21,19,5.872,6.716
Ostrea lurida,19,NA,7,No Tide,21,21,16,5.875,6.261
Ostrea lurida,19,NA,2,No Tide,21,15,4,5.876,7.203
Ostrea lurida,19,NA,4,No Tide,21,24,15,5.877,6.485
Ostrea lurida,19,NA,1,No Tide,21,15,3,5.884,7.908
Ostrea lurida,19,NA,7,Tide,15,24,14,5.919,6.791
Ostrea lurida,19,NA,5,No Tide,15,24,13,5.92,7.391
Ostrea lurida,19,NA,4,Tide,21,15,1,5.927,6.928
Ostrea lurida,19,NA,6,Tide,15,24,11,5.941,6.413
Ostrea lurida,19,NA,6,No Tide,15,24,13,5.944,7.153
Ostrea lurida,19,NA,1,No Tide,21,18,6,5.948,6.413
Ostrea lurida,19,NA,4,No Tide,15,24,12,5.955,6.436
Ostrea lurida,19,NA,7,Tide,21,15,3,5.963,6.708
Ostrea lurida,19,NA,3,Tide,21,18,7,5.966,6.218
Ostrea lurida,19,NA,10,Tide,15,24,12,5.969,6.939
Ostrea lurida,19,NA,8,No Tide,21,24,12,5.974,7.034
Ostrea lurida,19,NA,3,Tide,21,18,8,6.277,5.98
Ostrea lurida,19,NA,9,Tide,15,18,6,6,6.827
Ostrea lurida,19,NA,6,No Tide,15,15,2,6.004,6.934
Ostrea lurida,19,NA,9,No Tide,15,15,3,6.004,6.946
Ostrea lurida,19,NA,6,No Tide,21,21,20,6.007,8.289
Ostrea lurida,19,NA,2,Tide,21,15,3,6.009,7.452
Ostrea lurida,19,NA,9,Tide,15,15,2,6.377,6.015
Ostrea lurida,19,NA,2,Tide,21,15,2,6.019,7.02
Ostrea lurida,19,NA,6,Tide,21,24,14,6.506,6.03
Ostrea lurida,19,NA,2,No Tide,21,15,5,6.271,6.033
Ostrea lurida,19,NA,8,No Tide,21,15,5,6.033,7.707
Ostrea lurida,19,NA,3,No Tide,21,24,13,6.086,6.039
Ostrea lurida,19,NA,5,No Tide,15,15,3,6.045,6.363
Ostrea lurida,19,NA,10,Tide,15,24,14,6.045,6.352
Ostrea lurida,19,NA,10,Tide,15,21,16,6.047,7.845
Ostrea lurida,19,NA,5,Tide,15,21,20,6.047,6.571
Ostrea lurida,19,NA,6,Tide,15,24,13,6.062,7.377
Ostrea lurida,19,NA,3,No Tide,15,21,17,6.064,6.228
Ostrea lurida,19,NA,9,No Tide,15,24,12,6.065,7.887
Ostrea lurida,19,NA,6,No Tide,21,24,13,6.066,8.547
Ostrea lurida,19,NA,1,No Tide,21,21,17,6.069,6.868
Ostrea lurida,19,NA,3,No Tide,21,21,19,6.076,6.495
Ostrea lurida,19,NA,10,Tide,15,15,1,6.171,6.085
Ostrea lurida,19,NA,6,No Tide,21,15,1,6.091,6.416
Ostrea lurida,19,NA,5,Tide,21,21,20,6.096,6.851
Ostrea lurida,19,NA,6,No Tide,15,21,19,6.101,8.14
Ostrea lurida,19,NA,3,No Tide,21,15,5,6.102,7.211
Ostrea lurida,19,NA,6,Tide,21,21,19,6.112,7.126
Ostrea lurida,19,NA,4,No Tide,15,18,7,6.116,6.901
Ostrea lurida,19,NA,4,No Tide,21,18,8,6.125,6.946
Ostrea lurida,19,NA,4,Tide,15,24,13,6.126,7.497
Ostrea lurida,19,NA,6,No Tide,15,21,20,6.138,6.81
Ostrea lurida,19,NA,3,No Tide,15,15,4,6.141,7.338
Ostrea lurida,19,NA,8,Tide,15,15,5,6.144,6.683
Ostrea lurida,19,NA,10,No Tide,15,21,17,6.152,6.868
Ostrea lurida,19,NA,5,No Tide,15,24,12,6.154,8.325
Ostrea lurida,19,NA,1,No Tide,21,24,13,6.156,7.769
Ostrea lurida,19,NA,8,No Tide,21,18,9,6.157,6.641
Ostrea lurida,19,NA,2,No Tide,15,24,12,6.157,7.857
Ostrea lurida,19,NA,1,No Tide,15,21,16,6.157,7.922
Ostrea lurida,19,NA,10,No Tide,15,24,12,6.161,7.03
Ostrea lurida,19,NA,2,No Tide,15,24,13,6.165,7.541
Ostrea lurida,19,NA,2,No Tide,15,15,5,6.169,8.434
Ostrea lurida,19,NA,7,Tide,15,18,9,6.176,8.062
Ostrea lurida,19,NA,1,No Tide,15,21,18,6.184,8.952
Ostrea lurida,19,NA,10,No Tide,15,18,6,6.187,6.507
Ostrea lurida,19,NA,6,No Tide,21,18,6,6.187,7.365
Ostrea lurida,19,NA,5,No Tide,21,21,16,6.187,9.169
Ostrea lurida,19,NA,6,Tide,21,18,8,6.188,6.477
Ostrea lurida,19,NA,7,Tide,21,24,12,6.192,7.311
Ostrea lurida,19,NA,1,No Tide,15,18,6,6.208,6.315
Ostrea lurida,19,NA,5,Tide,21,15,3,6.211,8.052
Ostrea lurida,19,NA,9,No Tide,15,18,8,6.218,8.838
Ostrea lurida,19,NA,4,Tide,21,24,13,6.221,7.173
Ostrea lurida,19,NA,2,Tide,15,21,16,6.244,7.5
Ostrea lurida,19,NA,6,Tide,21,24,12,6.248,6.58
Ostrea lurida,19,NA,8,No Tide,15,18,8,6.256,9.551
Ostrea lurida,19,NA,6,Tide,21,18,9,6.257,7.328
Ostrea lurida,19,NA,8,Tide,21,21,20,6.484,6.267
Ostrea lurida,19,NA,4,Tide,15,15,3,6.271,8.172
Ostrea lurida,19,NA,1,Tide,15,15,4,6.294,7.515
Ostrea lurida,19,NA,6,No Tide,15,18,8,6.3,8.682
Ostrea lurida,19,NA,10,No Tide,21,18,10,6.303,6.685
Ostrea lurida,19,NA,4,No Tide,15,18,8,6.306,7.59
Ostrea lurida,19,NA,1,No Tide,21,18,9,6.386,6.325
Ostrea lurida,19,NA,2,Tide,15,21,18,6.325,7.509
Ostrea lurida,19,NA,10,Tide,15,21,18,6.326,7.357
Ostrea lurida,19,NA,5,No Tide,21,21,18,6.332,6.82
Ostrea lurida,19,NA,1,No Tide,21,24,14,6.34,7.628
Ostrea lurida,19,NA,7,No Tide,15,21,16,6.34,8.016
Ostrea lurida,19,NA,10,Tide,21,24,14,6.355,6.533
Ostrea lurida,19,NA,4,No Tide,21,18,10,6.423,6.376
Ostrea lurida,19,NA,7,Tide,21,18,10,6.381,7.047
Ostrea lurida,19,NA,7,No Tide,15,15,1,6.39,7.586
Ostrea lurida,19,NA,7,Tide,21,18,8,6.414,8.078
Ostrea lurida,19,NA,3,No Tide,15,15,1,6.423,7.092
Ostrea lurida,19,NA,2,No Tide,21,24,13,6.454,8.221
Ostrea lurida,19,NA,4,Tide,15,21,20,6.456,7.189
Ostrea lurida,19,NA,5,Tide,15,24,13,6.464,7.912
Ostrea lurida,19,NA,1,No Tide,21,21,16,6.469,7.302
Ostrea lurida,19,NA,5,No Tide,15,15,2,6.471,7.95
Ostrea lurida,19,NA,5,Tide,21,24,13,6.5,7.775
Ostrea lurida,19,NA,4,No Tide,21,21,16,6.559,6.504
Ostrea lurida,19,NA,4,No Tide,15,24,11,6.698,6.506
Ostrea lurida,19,NA,4,Tide,15,15,5,6.9,6.512
Ostrea lurida,19,NA,5,Tide,15,18,6,6.538,7.582
Ostrea lurida,19,NA,3,Tide,21,24,14,6.539,7.267
Ostrea lurida,19,NA,3,No Tide,21,18,8,6.542,7.869
Ostrea lurida,19,NA,5,Tide,15,24,12,6.545,7.46
Ostrea lurida,19,NA,6,No Tide,15,21,16,6.546,7.792
Ostrea lurida,19,NA,8,Tide,15,15,4,6.565,7.178
Ostrea lurida,19,NA,8,Tide,15,21,20,6.571,9.082
Ostrea lurida,19,NA,8,Tide,21,21,16,6.575,8.256
Ostrea lurida,19,NA,3,No Tide,15,24,13,6.58,7.098
Ostrea lurida,19,NA,7,Tide,15,24,13,6.611,7.058
Ostrea lurida,19,NA,8,Tide,15,21,18,6.868,6.619
Ostrea lurida,19,NA,7,Tide,15,18,8,7.491,6.626
Ostrea lurida,19,NA,5,No Tide,21,21,19,6.655,6.899
Ostrea lurida,19,NA,6,Tide,15,24,15,7.314,6.657
Ostrea lurida,19,NA,1,No Tide,21,24,12,6.662,8.536
Ostrea lurida,19,NA,1,Tide,15,18,10,6.671,6.848
Ostrea lurida,19,NA,9,Tide,21,21,20,6.673,6.872
Ostrea lurida,19,NA,2,Tide,21,21,17,6.688,7.681
Ostrea lurida,19,NA,7,No Tide,21,15,1,7.481,6.689
Ostrea lurida,19,NA,1,No Tide,21,21,20,6.697,8.214
Ostrea lurida,19,NA,9,Tide,15,24,12,6.71,7.911
Ostrea lurida,19,NA,3,Tide,15,15,3,6.716,7.428
Ostrea lurida,19,NA,1,Tide,15,18,8,6.736,7.607
Ostrea lurida,19,NA,1,No Tide,21,15,4,6.757,8.263
Ostrea lurida,19,NA,5,No Tide,15,18,8,6.777,8.055
Ostrea lurida,19,NA,6,No Tide,15,15,3,6.81,8.345
Ostrea lurida,19,NA,8,No Tide,21,18,8,6.816,8.215
Ostrea lurida,19,NA,3,No Tide,15,21,20,7.193,6.841
Ostrea lurida,19,NA,4,No Tide,15,15,1,6.847,9.217
Ostrea lurida,19,NA,6,No Tide,21,18,7,6.864,8.582
Ostrea lurida,19,NA,6,Tide,21,15,5,6.869,8.383
Ostrea lurida,19,NA,1,No Tide,15,15,3,6.89,8.876
Ostrea lurida,19,NA,10,No Tide,15,18,10,6.89,7.372
Ostrea lurida,19,NA,10,No Tide,21,15,5,6.891,7.462
Ostrea lurida,19,NA,10,No Tide,21,21,16,6.899,8.419
Ostrea lurida,19,NA,8,Tide,21,15,1,6.903,8.405
Ostrea lurida,19,NA,4,No Tide,21,15,5,6.91,7.053
Ostrea lurida,19,NA,4,No Tide,21,15,3,7.273,6.921
Ostrea lurida,19,NA,3,Tide,15,24,15,6.93,7.958
Ostrea lurida,19,NA,10,Tide,15,15,2,6.932,7.623
Ostrea lurida,19,NA,8,No Tide,15,15,2,6.948,9.11
Ostrea lurida,19,NA,5,No Tide,15,21,16,6.964,7.229
Ostrea lurida,19,NA,7,Tide,21,24,15,7.161,6.979
Ostrea lurida,19,NA,6,No Tide,21,15,2,6.989,7.726
Ostrea lurida,19,NA,1,Tide,21,18,8,7.001,7.053
Ostrea lurida,19,NA,4,Tide,15,18,8,7.042,7.126
Ostrea lurida,19,NA,7,No Tide,15,24,12,7.14,7.09
Ostrea lurida,19,NA,3,No Tide,15,21,18,7.097,7.711
Ostrea lurida,19,NA,7,No Tide,21,18,8,7.116,10.381
Ostrea lurida,19,NA,5,Tide,21,18,8,7.37,7.128
Ostrea lurida,19,NA,8,No Tide,21,15,3,7.142,8.129
Ostrea lurida,19,NA,10,Tide,21,21,20,7.431,7.148
Ostrea lurida,19,NA,8,Tide,21,15,2,7.181,8.568
Ostrea lurida,19,NA,6,Tide,15,15,4,7.211,8.001
Ostrea lurida,19,NA,2,No Tide,21,21,16,7.211,7.321
Ostrea lurida,19,NA,3,Tide,21,24,11,7.224,8.148
Ostrea lurida,19,NA,7,Tide,15,15,4,7.231,7.859
Ostrea lurida,19,NA,7,Tide,15,15,3,7.238,8.584
Ostrea lurida,19,NA,6,No Tide,15,15,5,7.31,8.186
Ostrea lurida,19,NA,1,Tide,21,15,2,8.488,7.311
Ostrea lurida,19,NA,7,No Tide,21,21,18,7.325,9.259
Ostrea lurida,19,NA,10,Tide,21,15,4,7.359,8.509
Ostrea lurida,19,NA,6,No Tide,21,18,8,7.379,10.262
Ostrea lurida,19,NA,2,Tide,21,15,4,7.413,7.441
Ostrea lurida,19,NA,4,No Tide,15,15,2,7.444,7.618
Ostrea lurida,19,NA,7,No Tide,15,18,8,7.491,10.549
Ostrea lurida,19,NA,8,Tide,15,18,8,8.761,7.494
Ostrea lurida,19,NA,3,No Tide,15,18,8,7.521,8.208
Ostrea lurida,19,NA,1,No Tide,15,15,5,8.62,7.531
Ostrea lurida,19,NA,10,No Tide,15,18,8,7.549,8.109
Ostrea lurida,19,NA,5,Tide,21,21,19,7.616,7.552
Ostrea lurida,19,NA,8,Tide,21,18,8,9.31,7.566
Ostrea lurida,19,NA,6,No Tide,15,18,7,7.58,7.595
Ostrea lurida,19,NA,2,No Tide,21,18,6,7.615,7.928
Ostrea lurida,19,NA,4,Tide,15,15,1,7.617,7.855
Ostrea lurida,19,NA,3,No Tide,21,21,16,7.654,8.251
Ostrea lurida,19,NA,4,Tide,21,18,8,7.698,7.833
Ostrea lurida,19,NA,6,Tide,15,21,16,8.336,7.739
Ostrea lurida,19,NA,8,Tide,21,15,3,7.804,7.762
Ostrea lurida,19,NA,3,Tide,15,24,14,7.801,8.261
Ostrea lurida,19,NA,5,Tide,15,18,8,7.903,8.203
Ostrea lurida,19,NA,7,Tide,21,15,2,8.004,8.106
Ostrea lurida,19,NA,8,No Tide,15,24,13,8.193,10.117
Ostrea lurida,19,NA,6,Tide,21,15,3,8.203,8.716
Ostrea lurida,19,NA,9,No Tide,15,15,2,8.375,8.599
Ostrea lurida,19,NA,10,No Tide,15,21,20,8.958,8.557
Ostrea lurida,19,NA,6,No Tide,15,15,1,8.614,8.736
Ostrea lurida,19,NA,9,No Tide,21,21,16,8.881,9.199
Ostrea lurida,19,NA,8,Tide,15,15,1,10.275,9.331
