Species,SH_Temp,SH_Tide,Tank,Oyster_Numb,Mortality,D_A,MHW_Set,Experiment_Day,Date
O_lurida,15,Tide,6,22,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,23,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,24,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,25,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,26,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,27,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,28,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,29,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,30,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,31,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,32,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,33,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,34,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,35,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,36,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,37,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,38,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,39,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,40,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,41,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,42,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,43,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,44,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,45,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,46,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,47,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,48,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,49,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,50,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,51,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,52,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,53,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,54,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,55,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,56,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,57,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,58,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,59,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,60,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,61,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,62,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,63,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,64,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,65,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,66,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,67,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,68,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,69,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,70,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,71,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,72,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,73,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,74,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,75,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,76,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,77,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,78,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,79,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,80,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,1,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,2,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,3,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,4,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,5,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,6,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,7,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,8,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,9,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,10,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,11,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,12,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,13,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,14,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,15,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,16,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,17,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,18,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,19,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,20,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,21,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,22,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,23,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,24,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,25,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,26,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,27,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,28,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,29,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,30,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,31,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,32,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,33,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,34,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,35,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,36,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,37,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,38,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,39,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,40,0,Alive,15_21,NA,NA
O_lurida,15,Tide,7,41,1,Dead,18_24,3,3/1/2022
O_lurida,15,Tide,7,42,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,43,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,44,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,45,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,46,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,47,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,48,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,49,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,50,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,51,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,52,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,53,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,54,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,55,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,56,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,57,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,58,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,59,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,60,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,61,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,62,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,63,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,64,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,65,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,66,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,67,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,68,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,69,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,70,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,71,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,72,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,73,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,74,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,75,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,76,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,77,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,78,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,79,0,Alive,18_24,NA,NA
O_lurida,15,Tide,7,80,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,1,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,2,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,3,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,4,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,5,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,6,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,7,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,8,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,9,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,10,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,11,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,12,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,13,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,14,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,15,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,16,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,17,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,18,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,19,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,20,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,21,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,22,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,23,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,24,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,25,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,26,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,27,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,28,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,29,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,30,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,31,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,32,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,33,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,34,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,35,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,36,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,37,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,38,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,39,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,40,0,Alive,15_21,NA,NA
O_lurida,15,Tide,8,41,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,42,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,43,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,44,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,45,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,46,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,47,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,48,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,49,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,50,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,51,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,52,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,53,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,54,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,55,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,56,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,57,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,58,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,59,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,60,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,61,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,62,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,63,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,64,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,65,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,66,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,67,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,68,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,69,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,70,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,71,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,72,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,73,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,74,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,75,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,76,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,77,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,78,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,79,0,Alive,18_24,NA,NA
O_lurida,15,Tide,8,80,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,1,1,Dead,15_21,15,3/10/2022
O_lurida,15,Tide,9,2,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,3,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,4,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,5,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,6,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,7,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,8,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,9,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,10,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,11,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,12,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,13,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,14,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,15,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,16,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,17,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,18,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,19,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,20,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,21,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,22,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,23,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,24,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,25,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,26,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,27,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,28,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,29,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,30,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,31,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,32,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,33,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,34,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,35,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,36,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,37,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,38,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,39,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,40,0,Alive,15_21,NA,NA
O_lurida,15,Tide,9,41,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,42,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,43,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,44,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,45,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,46,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,47,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,48,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,49,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,50,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,51,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,52,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,53,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,54,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,55,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,56,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,57,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,58,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,59,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,60,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,61,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,62,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,63,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,64,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,65,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,66,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,67,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,68,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,69,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,70,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,71,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,72,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,73,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,74,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,75,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,76,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,77,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,78,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,79,0,Alive,18_24,NA,NA
O_lurida,15,Tide,9,80,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,1,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,2,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,3,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,4,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,5,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,6,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,7,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,8,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,9,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,10,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,11,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,12,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,13,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,14,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,15,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,16,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,17,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,18,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,19,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,20,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,21,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,22,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,23,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,24,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,25,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,26,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,27,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,28,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,29,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,30,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,31,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,32,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,33,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,34,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,35,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,36,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,37,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,38,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,39,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,40,0,Alive,15_21,NA,NA
O_lurida,15,Tide,10,41,1,Dead,18_24,10,3/8/2022
O_lurida,15,Tide,10,42,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,43,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,44,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,45,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,46,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,47,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,48,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,49,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,50,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,51,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,52,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,53,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,54,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,55,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,56,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,57,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,58,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,59,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,60,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,61,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,62,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,63,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,64,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,65,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,66,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,67,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,68,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,69,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,70,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,71,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,72,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,73,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,74,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,75,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,76,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,77,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,78,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,79,0,Alive,18_24,NA,NA
O_lurida,15,Tide,10,80,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,1,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,2,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,3,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,4,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,5,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,6,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,7,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,8,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,9,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,10,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,11,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,12,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,13,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,14,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,15,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,16,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,17,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,18,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,19,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,20,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,21,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,22,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,23,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,24,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,25,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,26,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,27,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,28,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,29,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,30,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,31,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,32,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,33,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,34,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,35,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,36,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,37,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,38,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,39,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,40,0,Alive,15_21,NA,NA
O_lurida,21,Tide,11,41,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,42,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,43,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,44,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,45,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,46,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,47,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,48,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,49,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,50,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,51,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,52,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,53,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,54,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,55,0,Alive,18_24,NA,NA
O_lurida,21,Tide,11,56,0,Alive,18_24,NA,NA
