Species,SH_Temp,SH_Tide,Oyster_Numb,Mortality,D_A
O_lurida,15,Tide,277,1,Dead
O_lurida,15,Tide,278,1,Dead
O_lurida,15,Tide,279,1,Dead
O_lurida,15,Tide,280,1,Dead
O_lurida,15,Tide,281,1,Dead
O_lurida,15,Tide,282,1,Dead
O_lurida,15,Tide,283,1,Dead
O_lurida,15,Tide,284,1,Dead
O_lurida,15,Tide,285,1,Dead
O_lurida,15,Tide,286,1,Dead
O_lurida,15,Tide,287,1,Dead
O_lurida,15,Tide,288,1,Dead
O_lurida,15,Tide,289,1,Dead
O_lurida,15,Tide,290,1,Dead
O_lurida,15,Tide,291,1,Dead
O_lurida,15,Tide,292,1,Dead
O_lurida,15,Tide,293,1,Dead
O_lurida,15,Tide,294,1,Dead
O_lurida,15,Tide,295,1,Dead
O_lurida,15,Tide,296,1,Dead
O_lurida,15,Tide,297,1,Dead
O_lurida,15,Tide,298,1,Dead
O_lurida,15,Tide,299,1,Dead
O_lurida,15,Tide,300,1,Dead
O_lurida,15,Tide,301,1,Dead
O_lurida,15,Tide,302,1,Dead
O_lurida,15,Tide,303,1,Dead
O_lurida,15,Tide,304,1,Dead
O_lurida,15,Tide,305,1,Dead
O_lurida,15,Tide,306,1,Dead
O_lurida,15,Tide,307,1,Dead
O_lurida,15,Tide,308,1,Dead
O_lurida,15,Tide,309,1,Dead
O_lurida,15,Tide,310,1,Dead
O_lurida,15,Tide,311,1,Dead
O_lurida,15,Tide,312,1,Dead
O_lurida,15,Tide,313,1,Dead
O_lurida,15,Tide,314,1,Dead
O_lurida,15,Tide,315,1,Dead
O_lurida,15,Tide,316,1,Dead
O_lurida,15,Tide,317,1,Dead
O_lurida,15,Tide,318,1,Dead
O_lurida,15,Tide,319,1,Dead
O_lurida,15,Tide,320,1,Dead
O_lurida,15,Tide,321,1,Dead
O_lurida,15,Tide,322,1,Dead
O_lurida,15,Tide,323,1,Dead
O_lurida,15,Tide,324,1,Dead
O_lurida,15,Tide,325,1,Dead
O_lurida,15,Tide,326,1,Dead
O_lurida,15,Tide,327,1,Dead
O_lurida,15,Tide,328,1,Dead
O_lurida,15,Tide,329,1,Dead
O_lurida,15,Tide,330,1,Dead
O_lurida,15,Tide,331,1,Dead
O_lurida,15,Tide,332,1,Dead
O_lurida,15,Tide,333,1,Dead
O_lurida,15,Tide,334,1,Dead
O_lurida,15,Tide,335,1,Dead
O_lurida,15,Tide,336,1,Dead
O_lurida,15,Tide,337,1,Dead
O_lurida,15,Tide,338,1,Dead
O_lurida,15,Tide,339,1,Dead
O_lurida,15,Tide,340,1,Dead
O_lurida,15,Tide,341,1,Dead
O_lurida,15,Tide,342,1,Dead
O_lurida,15,Tide,343,1,Dead
O_lurida,15,Tide,344,1,Dead
O_lurida,15,Tide,345,1,Dead
O_lurida,15,Tide,346,1,Dead
O_lurida,15,Tide,347,1,Dead
O_lurida,15,Tide,348,1,Dead
O_lurida,15,Tide,349,1,Dead
O_lurida,15,Tide,350,1,Dead
O_lurida,15,Tide,351,1,Dead
O_lurida,15,Tide,352,1,Dead
O_lurida,15,Tide,353,1,Dead
O_lurida,15,Tide,354,1,Dead
O_lurida,15,Tide,355,1,Dead
O_lurida,15,Tide,356,1,Dead
O_lurida,15,Tide,357,1,Dead
O_lurida,15,Tide,358,1,Dead
O_lurida,15,Tide,359,1,Dead
O_lurida,15,Tide,360,1,Dead
O_lurida,15,Tide,361,1,Dead
O_lurida,15,Tide,362,1,Dead
O_lurida,15,Tide,363,1,Dead
O_lurida,15,Tide,364,1,Dead
O_lurida,15,Tide,365,1,Dead
O_lurida,15,Tide,366,1,Dead
O_lurida,15,Tide,367,1,Dead
O_lurida,15,Tide,368,1,Dead
O_lurida,15,Tide,369,1,Dead
O_lurida,15,Tide,370,1,Dead
O_lurida,15,Tide,371,1,Dead
O_lurida,15,Tide,372,1,Dead
O_lurida,15,Tide,373,1,Dead
O_lurida,15,Tide,374,1,Dead
O_lurida,15,Tide,375,1,Dead
O_lurida,15,Tide,376,1,Dead
O_lurida,15,Tide,377,1,Dead
O_lurida,15,Tide,378,1,Dead
O_lurida,15,Tide,379,1,Dead
O_lurida,15,Tide,380,1,Dead
O_lurida,15,Tide,381,1,Dead
O_lurida,15,Tide,382,1,Dead
O_lurida,15,Tide,383,1,Dead
O_lurida,15,Tide,384,1,Dead
O_lurida,15,Tide,385,1,Dead
O_lurida,15,Tide,386,1,Dead
O_lurida,15,Tide,387,1,Dead
O_lurida,15,Tide,388,1,Dead
O_lurida,15,Tide,389,1,Dead
O_lurida,15,Tide,390,1,Dead
O_lurida,15,Tide,391,1,Dead
O_lurida,15,Tide,392,1,Dead
O_lurida,15,Tide,393,1,Dead
O_lurida,15,Tide,394,1,Dead
O_lurida,15,Tide,395,1,Dead
O_lurida,15,Tide,396,1,Dead
O_lurida,15,Tide,397,1,Dead
O_lurida,15,Tide,398,1,Dead
O_lurida,15,Tide,399,1,Dead
O_lurida,15,Tide,400,1,Dead
O_lurida,21,No Tide,1,1,Dead
O_lurida,21,No Tide,2,1,Dead
O_lurida,21,No Tide,3,1,Dead
O_lurida,21,No Tide,4,1,Dead
O_lurida,21,No Tide,5,1,Dead
O_lurida,21,No Tide,6,1,Dead
O_lurida,21,No Tide,7,1,Dead
O_lurida,21,No Tide,8,1,Dead
O_lurida,21,No Tide,9,1,Dead
O_lurida,21,No Tide,10,1,Dead
O_lurida,21,No Tide,11,1,Dead
O_lurida,21,No Tide,12,1,Dead
O_lurida,21,No Tide,13,1,Dead
O_lurida,21,No Tide,14,1,Dead
O_lurida,21,No Tide,15,1,Dead
O_lurida,21,No Tide,16,1,Dead
O_lurida,21,No Tide,17,1,Dead
O_lurida,21,No Tide,18,1,Dead
O_lurida,21,No Tide,19,1,Dead
O_lurida,21,No Tide,20,1,Dead
O_lurida,21,No Tide,21,1,Dead
O_lurida,21,No Tide,22,1,Dead
O_lurida,21,No Tide,23,1,Dead
O_lurida,21,No Tide,24,1,Dead
O_lurida,21,No Tide,25,1,Dead
O_lurida,21,No Tide,26,1,Dead
O_lurida,21,No Tide,27,1,Dead
O_lurida,21,No Tide,28,1,Dead
O_lurida,21,No Tide,29,1,Dead
O_lurida,21,No Tide,30,1,Dead
O_lurida,21,No Tide,31,1,Dead
O_lurida,21,No Tide,32,1,Dead
O_lurida,21,No Tide,33,1,Dead
O_lurida,21,No Tide,34,1,Dead
O_lurida,21,No Tide,35,1,Dead
O_lurida,21,No Tide,36,1,Dead
O_lurida,21,No Tide,37,1,Dead
O_lurida,21,No Tide,38,1,Dead
O_lurida,21,No Tide,39,1,Dead
O_lurida,21,No Tide,40,1,Dead
O_lurida,21,No Tide,41,1,Dead
O_lurida,21,No Tide,42,1,Dead
O_lurida,21,No Tide,43,1,Dead
O_lurida,21,No Tide,44,1,Dead
O_lurida,21,No Tide,45,1,Dead
O_lurida,21,No Tide,46,1,Dead
O_lurida,21,No Tide,47,1,Dead
O_lurida,21,No Tide,48,1,Dead
O_lurida,21,No Tide,49,1,Dead
O_lurida,21,No Tide,50,1,Dead
O_lurida,21,No Tide,51,1,Dead
O_lurida,21,No Tide,52,1,Dead
O_lurida,21,No Tide,53,1,Dead
O_lurida,21,No Tide,54,1,Dead
O_lurida,21,No Tide,55,1,Dead
O_lurida,21,No Tide,56,1,Dead
O_lurida,21,No Tide,57,1,Dead
O_lurida,21,No Tide,58,1,Dead
O_lurida,21,No Tide,59,1,Dead
O_lurida,21,No Tide,60,1,Dead
O_lurida,21,No Tide,61,1,Dead
O_lurida,21,No Tide,62,1,Dead
O_lurida,21,No Tide,63,1,Dead
O_lurida,21,No Tide,64,1,Dead
O_lurida,21,No Tide,65,1,Dead
O_lurida,21,No Tide,66,1,Dead
O_lurida,21,No Tide,67,1,Dead
O_lurida,21,No Tide,68,1,Dead
O_lurida,21,No Tide,69,1,Dead
O_lurida,21,No Tide,70,1,Dead
O_lurida,21,No Tide,71,1,Dead
O_lurida,21,No Tide,72,1,Dead
O_lurida,21,No Tide,73,1,Dead
O_lurida,21,No Tide,74,1,Dead
O_lurida,21,No Tide,75,1,Dead
O_lurida,21,No Tide,76,1,Dead
O_lurida,21,No Tide,77,1,Dead
O_lurida,21,No Tide,78,1,Dead
O_lurida,21,No Tide,79,1,Dead
O_lurida,21,No Tide,80,1,Dead
O_lurida,21,No Tide,81,1,Dead
O_lurida,21,No Tide,82,1,Dead
O_lurida,21,No Tide,83,1,Dead
O_lurida,21,No Tide,84,1,Dead
O_lurida,21,No Tide,85,1,Dead
O_lurida,21,No Tide,86,1,Dead
O_lurida,21,No Tide,87,1,Dead
O_lurida,21,No Tide,88,1,Dead
O_lurida,21,No Tide,89,1,Dead
O_lurida,21,No Tide,90,1,Dead
O_lurida,21,No Tide,91,1,Dead
O_lurida,21,No Tide,92,1,Dead
O_lurida,21,No Tide,93,1,Dead
O_lurida,21,No Tide,94,1,Dead
O_lurida,21,No Tide,95,1,Dead
O_lurida,21,No Tide,96,1,Dead
O_lurida,21,No Tide,97,1,Dead
O_lurida,21,No Tide,98,1,Dead
O_lurida,21,No Tide,99,1,Dead
O_lurida,21,No Tide,100,1,Dead
O_lurida,21,No Tide,101,1,Dead
O_lurida,21,No Tide,102,1,Dead
O_lurida,21,No Tide,103,1,Dead
O_lurida,21,No Tide,104,1,Dead
O_lurida,21,No Tide,105,1,Dead
O_lurida,21,No Tide,106,1,Dead
O_lurida,21,No Tide,107,1,Dead
O_lurida,21,No Tide,108,1,Dead
O_lurida,21,No Tide,109,1,Dead
O_lurida,21,No Tide,110,1,Dead
O_lurida,21,No Tide,111,1,Dead
O_lurida,21,No Tide,112,1,Dead
O_lurida,21,No Tide,113,1,Dead
O_lurida,21,No Tide,114,1,Dead
O_lurida,21,No Tide,115,1,Dead
O_lurida,21,No Tide,116,1,Dead
O_lurida,21,No Tide,117,1,Dead
O_lurida,21,No Tide,118,1,Dead
O_lurida,21,No Tide,119,1,Dead
O_lurida,21,No Tide,120,1,Dead
O_lurida,21,No Tide,121,1,Dead
O_lurida,21,No Tide,122,1,Dead
O_lurida,21,No Tide,123,1,Dead
O_lurida,21,No Tide,124,1,Dead
O_lurida,21,No Tide,125,1,Dead
O_lurida,21,No Tide,126,1,Dead
O_lurida,21,No Tide,127,1,Dead
O_lurida,21,No Tide,128,1,Dead
O_lurida,21,No Tide,129,1,Dead
O_lurida,21,No Tide,130,1,Dead
O_lurida,21,No Tide,131,1,Dead
O_lurida,21,No Tide,132,1,Dead
O_lurida,21,No Tide,133,1,Dead
O_lurida,21,No Tide,134,1,Dead
O_lurida,21,No Tide,135,1,Dead
O_lurida,21,No Tide,136,1,Dead
O_lurida,21,No Tide,137,1,Dead
O_lurida,21,No Tide,138,1,Dead
O_lurida,21,No Tide,139,1,Dead
O_lurida,21,No Tide,140,1,Dead
O_lurida,21,No Tide,141,1,Dead
O_lurida,21,No Tide,142,1,Dead
O_lurida,21,No Tide,143,1,Dead
O_lurida,21,No Tide,144,1,Dead
O_lurida,21,No Tide,145,1,Dead
O_lurida,21,No Tide,146,1,Dead
O_lurida,21,No Tide,147,1,Dead
O_lurida,21,No Tide,148,1,Dead
O_lurida,21,No Tide,149,1,Dead
O_lurida,21,No Tide,150,1,Dead
O_lurida,21,No Tide,151,1,Dead
O_lurida,21,No Tide,152,1,Dead
O_lurida,21,No Tide,153,1,Dead
O_lurida,21,No Tide,154,1,Dead
O_lurida,21,No Tide,155,1,Dead
O_lurida,21,No Tide,156,1,Dead
O_lurida,21,No Tide,157,1,Dead
O_lurida,21,No Tide,158,1,Dead
O_lurida,21,No Tide,159,1,Dead
O_lurida,21,No Tide,160,1,Dead
O_lurida,21,No Tide,161,1,Dead
O_lurida,21,No Tide,162,1,Dead
O_lurida,21,No Tide,163,1,Dead
O_lurida,21,No Tide,164,1,Dead
O_lurida,21,No Tide,165,1,Dead
O_lurida,21,No Tide,166,1,Dead
O_lurida,21,No Tide,167,1,Dead
O_lurida,21,No Tide,168,1,Dead
O_lurida,21,No Tide,169,1,Dead
O_lurida,21,No Tide,170,1,Dead
O_lurida,21,No Tide,171,1,Dead
O_lurida,21,No Tide,172,1,Dead
O_lurida,21,No Tide,173,1,Dead
O_lurida,21,No Tide,174,1,Dead
O_lurida,21,No Tide,175,1,Dead
O_lurida,21,No Tide,176,1,Dead
O_lurida,21,No Tide,177,1,Dead
O_lurida,21,No Tide,178,1,Dead
O_lurida,21,No Tide,179,1,Dead
O_lurida,21,No Tide,180,1,Dead
O_lurida,21,No Tide,181,1,Dead
O_lurida,21,No Tide,182,1,Dead
O_lurida,21,No Tide,183,1,Dead
O_lurida,21,No Tide,184,0,Alive
O_lurida,21,No Tide,185,0,Alive
O_lurida,21,No Tide,186,0,Alive
O_lurida,21,No Tide,187,0,Alive
O_lurida,21,No Tide,188,0,Alive
O_lurida,21,No Tide,189,0,Alive
O_lurida,21,No Tide,190,0,Alive
O_lurida,21,No Tide,191,0,Alive
O_lurida,21,No Tide,192,0,Alive
O_lurida,21,No Tide,193,0,Alive
O_lurida,21,No Tide,194,0,Alive
O_lurida,21,No Tide,195,0,Alive
O_lurida,21,No Tide,196,0,Alive
O_lurida,21,No Tide,197,0,Alive
O_lurida,21,No Tide,198,0,Alive
O_lurida,21,No Tide,199,0,Alive
O_lurida,21,No Tide,200,0,Alive
O_lurida,21,No Tide,201,0,Alive
O_lurida,21,No Tide,202,0,Alive
O_lurida,21,No Tide,203,0,Alive
O_lurida,21,No Tide,204,0,Alive
O_lurida,21,No Tide,205,0,Alive
O_lurida,21,No Tide,206,0,Alive
O_lurida,21,No Tide,207,0,Alive
O_lurida,21,No Tide,208,0,Alive
O_lurida,21,No Tide,209,0,Alive
O_lurida,21,No Tide,210,0,Alive
O_lurida,21,No Tide,211,0,Alive
O_lurida,21,No Tide,212,0,Alive
O_lurida,21,No Tide,213,0,Alive
O_lurida,21,No Tide,214,0,Alive
O_lurida,21,No Tide,215,0,Alive
O_lurida,21,No Tide,216,0,Alive
O_lurida,21,No Tide,217,0,Alive
O_lurida,21,No Tide,218,0,Alive
O_lurida,21,No Tide,219,0,Alive
O_lurida,21,No Tide,220,0,Alive
O_lurida,21,No Tide,221,0,Alive
O_lurida,21,No Tide,222,0,Alive
O_lurida,21,No Tide,223,0,Alive
O_lurida,21,No Tide,224,0,Alive
O_lurida,21,No Tide,225,0,Alive
O_lurida,21,No Tide,226,0,Alive
O_lurida,21,No Tide,227,0,Alive
O_lurida,21,No Tide,228,0,Alive
O_lurida,21,No Tide,229,0,Alive
O_lurida,21,No Tide,230,0,Alive
O_lurida,21,No Tide,231,0,Alive
O_lurida,21,No Tide,232,0,Alive
O_lurida,21,No Tide,233,0,Alive
O_lurida,21,No Tide,234,0,Alive
O_lurida,21,No Tide,235,0,Alive
O_lurida,21,No Tide,236,0,Alive
O_lurida,21,No Tide,237,0,Alive
O_lurida,21,No Tide,238,0,Alive
O_lurida,21,No Tide,239,0,Alive
O_lurida,21,No Tide,240,0,Alive
O_lurida,21,No Tide,241,0,Alive
O_lurida,21,No Tide,242,0,Alive
O_lurida,21,No Tide,243,0,Alive
O_lurida,21,No Tide,244,0,Alive
O_lurida,21,No Tide,245,0,Alive
O_lurida,21,No Tide,246,0,Alive
O_lurida,21,No Tide,247,0,Alive
O_lurida,21,No Tide,248,0,Alive
O_lurida,21,No Tide,249,0,Alive
O_lurida,21,No Tide,250,0,Alive
O_lurida,21,No Tide,251,0,Alive
O_lurida,21,No Tide,252,0,Alive
O_lurida,21,No Tide,253,0,Alive
O_lurida,21,No Tide,254,0,Alive
O_lurida,21,No Tide,255,0,Alive
O_lurida,21,No Tide,256,0,Alive
O_lurida,21,No Tide,257,0,Alive
O_lurida,21,No Tide,258,0,Alive
O_lurida,21,No Tide,259,0,Alive
O_lurida,21,No Tide,260,0,Alive
O_lurida,21,No Tide,261,0,Alive
O_lurida,21,No Tide,262,0,Alive
O_lurida,21,No Tide,263,0,Alive
O_lurida,21,No Tide,264,0,Alive
O_lurida,21,No Tide,265,0,Alive
O_lurida,21,No Tide,266,0,Alive
O_lurida,21,No Tide,267,0,Alive
O_lurida,21,No Tide,268,0,Alive
O_lurida,21,No Tide,269,0,Alive
O_lurida,21,No Tide,270,0,Alive
O_lurida,21,No Tide,271,0,Alive
O_lurida,21,No Tide,272,0,Alive
O_lurida,21,No Tide,273,0,Alive
O_lurida,21,No Tide,274,0,Alive
O_lurida,21,No Tide,275,0,Alive
O_lurida,21,No Tide,276,0,Alive
O_lurida,21,No Tide,277,0,Alive
O_lurida,21,No Tide,278,0,Alive
O_lurida,21,No Tide,279,0,Alive
O_lurida,21,No Tide,280,0,Alive
O_lurida,21,No Tide,281,0,Alive
O_lurida,21,No Tide,282,0,Alive
O_lurida,21,No Tide,283,0,Alive
O_lurida,21,No Tide,284,0,Alive
O_lurida,21,No Tide,285,0,Alive
O_lurida,21,No Tide,286,0,Alive
O_lurida,21,No Tide,287,0,Alive
O_lurida,21,No Tide,288,0,Alive
O_lurida,21,No Tide,289,0,Alive
O_lurida,21,No Tide,290,0,Alive
O_lurida,21,No Tide,291,0,Alive
O_lurida,21,No Tide,292,0,Alive
O_lurida,21,No Tide,293,0,Alive
O_lurida,21,No Tide,294,0,Alive
O_lurida,21,No Tide,295,0,Alive
O_lurida,21,No Tide,296,0,Alive
O_lurida,21,No Tide,297,0,Alive
O_lurida,21,No Tide,298,0,Alive
O_lurida,21,No Tide,299,0,Alive
O_lurida,21,No Tide,300,0,Alive
O_lurida,21,No Tide,301,0,Alive
O_lurida,21,No Tide,302,0,Alive
O_lurida,21,No Tide,303,0,Alive
O_lurida,21,No Tide,304,0,Alive
O_lurida,21,No Tide,305,0,Alive
O_lurida,21,No Tide,306,0,Alive
O_lurida,21,No Tide,307,0,Alive
O_lurida,21,No Tide,308,0,Alive
O_lurida,21,No Tide,309,0,Alive
O_lurida,21,No Tide,310,0,Alive
O_lurida,21,No Tide,311,0,Alive
O_lurida,21,No Tide,312,0,Alive
O_lurida,21,No Tide,313,0,Alive
O_lurida,21,No Tide,314,0,Alive
O_lurida,21,No Tide,315,0,Alive
O_lurida,21,No Tide,316,0,Alive
O_lurida,21,No Tide,317,0,Alive
O_lurida,21,No Tide,318,0,Alive
O_lurida,21,No Tide,319,0,Alive
O_lurida,21,No Tide,320,0,Alive
O_lurida,21,No Tide,321,0,Alive
O_lurida,21,No Tide,322,0,Alive
O_lurida,21,No Tide,323,0,Alive
O_lurida,21,No Tide,324,0,Alive
O_lurida,21,No Tide,325,0,Alive
O_lurida,21,No Tide,326,0,Alive
O_lurida,21,No Tide,327,0,Alive
O_lurida,21,No Tide,328,0,Alive
O_lurida,21,No Tide,329,0,Alive
O_lurida,21,No Tide,330,0,Alive
O_lurida,21,No Tide,331,0,Alive
O_lurida,21,No Tide,332,0,Alive
O_lurida,21,No Tide,333,0,Alive
O_lurida,21,No Tide,334,0,Alive
O_lurida,21,No Tide,335,0,Alive
O_lurida,21,No Tide,336,0,Alive
O_lurida,21,No Tide,337,0,Alive
O_lurida,21,No Tide,338,0,Alive
O_lurida,21,No Tide,339,0,Alive
O_lurida,21,No Tide,340,0,Alive
O_lurida,21,No Tide,341,0,Alive
O_lurida,21,No Tide,342,0,Alive
O_lurida,21,No Tide,343,0,Alive
O_lurida,21,No Tide,344,0,Alive
O_lurida,21,No Tide,345,0,Alive
O_lurida,21,No Tide,346,0,Alive
O_lurida,21,No Tide,347,0,Alive
O_lurida,21,No Tide,348,0,Alive
O_lurida,21,No Tide,349,0,Alive
O_lurida,21,No Tide,350,0,Alive
O_lurida,21,No Tide,351,0,Alive
O_lurida,21,No Tide,352,0,Alive
O_lurida,21,No Tide,353,0,Alive
O_lurida,21,No Tide,354,0,Alive
O_lurida,21,No Tide,355,0,Alive
O_lurida,21,No Tide,356,0,Alive
O_lurida,21,No Tide,357,0,Alive
O_lurida,21,No Tide,358,0,Alive
O_lurida,21,No Tide,359,0,Alive
O_lurida,21,No Tide,360,0,Alive
O_lurida,21,No Tide,361,0,Alive
O_lurida,21,No Tide,362,0,Alive
O_lurida,21,No Tide,363,0,Alive
O_lurida,21,No Tide,364,0,Alive
O_lurida,21,No Tide,365,0,Alive
O_lurida,21,No Tide,366,0,Alive
O_lurida,21,No Tide,367,0,Alive
O_lurida,21,No Tide,368,0,Alive
O_lurida,21,No Tide,369,0,Alive
O_lurida,21,No Tide,370,0,Alive
O_lurida,21,No Tide,371,0,Alive
O_lurida,21,No Tide,372,0,Alive
O_lurida,21,No Tide,373,0,Alive
O_lurida,21,No Tide,374,0,Alive
O_lurida,21,No Tide,375,0,Alive
O_lurida,21,No Tide,376,0,Alive
O_lurida,21,No Tide,377,0,Alive
O_lurida,21,No Tide,378,0,Alive
O_lurida,21,No Tide,379,0,Alive
O_lurida,21,No Tide,380,0,Alive
O_lurida,21,No Tide,381,0,Alive
O_lurida,21,No Tide,382,0,Alive
O_lurida,21,No Tide,383,0,Alive
O_lurida,21,No Tide,384,0,Alive
O_lurida,21,No Tide,385,0,Alive
O_lurida,21,No Tide,386,0,Alive
O_lurida,21,No Tide,387,0,Alive
O_lurida,21,No Tide,388,0,Alive
O_lurida,21,No Tide,389,0,Alive
O_lurida,21,No Tide,390,0,Alive
O_lurida,21,No Tide,391,0,Alive
O_lurida,21,No Tide,392,0,Alive
O_lurida,21,No Tide,393,0,Alive
O_lurida,21,No Tide,394,0,Alive
O_lurida,21,No Tide,395,0,Alive
O_lurida,21,No Tide,396,0,Alive
O_lurida,21,No Tide,397,0,Alive
O_lurida,21,No Tide,398,0,Alive
O_lurida,21,No Tide,399,0,Alive
O_lurida,21,No Tide,400,0,Alive
O_lurida,21,Tide,1,0,Alive
O_lurida,21,Tide,2,0,Alive
O_lurida,21,Tide,3,0,Alive
O_lurida,21,Tide,4,0,Alive
O_lurida,21,Tide,5,0,Alive
O_lurida,21,Tide,6,0,Alive
O_lurida,21,Tide,7,0,Alive
O_lurida,21,Tide,8,0,Alive
O_lurida,21,Tide,9,0,Alive
O_lurida,21,Tide,10,0,Alive
O_lurida,21,Tide,11,0,Alive
O_lurida,21,Tide,12,0,Alive
O_lurida,21,Tide,13,0,Alive
O_lurida,21,Tide,14,0,Alive
O_lurida,21,Tide,15,0,Alive
O_lurida,21,Tide,16,0,Alive
O_lurida,21,Tide,17,0,Alive
O_lurida,21,Tide,18,0,Alive
O_lurida,21,Tide,19,0,Alive
O_lurida,21,Tide,20,0,Alive
O_lurida,21,Tide,21,0,Alive
O_lurida,21,Tide,22,0,Alive
O_lurida,21,Tide,23,0,Alive
O_lurida,21,Tide,24,0,Alive
O_lurida,21,Tide,25,0,Alive
O_lurida,21,Tide,26,0,Alive
O_lurida,21,Tide,27,0,Alive
O_lurida,21,Tide,28,0,Alive
O_lurida,21,Tide,29,0,Alive
O_lurida,21,Tide,30,0,Alive
O_lurida,21,Tide,31,0,Alive
O_lurida,21,Tide,32,0,Alive
O_lurida,21,Tide,33,0,Alive
O_lurida,21,Tide,34,0,Alive
O_lurida,21,Tide,35,0,Alive
O_lurida,21,Tide,36,0,Alive
O_lurida,21,Tide,37,0,Alive
O_lurida,21,Tide,38,0,Alive
O_lurida,21,Tide,39,0,Alive
O_lurida,21,Tide,40,0,Alive
O_lurida,21,Tide,41,0,Alive
O_lurida,21,Tide,42,0,Alive
O_lurida,21,Tide,43,0,Alive
O_lurida,21,Tide,44,0,Alive
O_lurida,21,Tide,45,0,Alive
O_lurida,21,Tide,46,0,Alive
O_lurida,21,Tide,47,0,Alive
O_lurida,21,Tide,48,0,Alive
O_lurida,21,Tide,49,0,Alive
O_lurida,21,Tide,50,0,Alive
O_lurida,21,Tide,51,0,Alive
O_lurida,21,Tide,52,0,Alive
O_lurida,21,Tide,53,0,Alive
O_lurida,21,Tide,54,0,Alive
O_lurida,21,Tide,55,0,Alive
O_lurida,21,Tide,56,0,Alive
O_lurida,21,Tide,57,0,Alive
O_lurida,21,Tide,58,0,Alive
O_lurida,21,Tide,59,0,Alive
O_lurida,21,Tide,60,0,Alive
O_lurida,21,Tide,61,0,Alive
O_lurida,21,Tide,62,0,Alive
O_lurida,21,Tide,63,0,Alive
O_lurida,21,Tide,64,0,Alive
O_lurida,21,Tide,65,0,Alive
O_lurida,21,Tide,66,0,Alive
O_lurida,21,Tide,67,0,Alive
O_lurida,21,Tide,68,0,Alive
O_lurida,21,Tide,69,0,Alive
O_lurida,21,Tide,70,0,Alive
O_lurida,21,Tide,71,0,Alive
O_lurida,21,Tide,72,0,Alive
O_lurida,21,Tide,73,0,Alive
O_lurida,21,Tide,74,0,Alive
O_lurida,21,Tide,75,0,Alive
O_lurida,21,Tide,76,0,Alive
O_lurida,21,Tide,77,0,Alive
O_lurida,21,Tide,78,0,Alive
O_lurida,21,Tide,79,0,Alive
O_lurida,21,Tide,80,0,Alive
O_lurida,21,Tide,81,0,Alive
O_lurida,21,Tide,82,0,Alive
O_lurida,21,Tide,83,0,Alive
O_lurida,21,Tide,84,0,Alive
O_lurida,21,Tide,85,0,Alive
O_lurida,21,Tide,86,0,Alive
O_lurida,21,Tide,87,0,Alive
O_lurida,21,Tide,88,0,Alive
O_lurida,21,Tide,89,0,Alive
O_lurida,21,Tide,90,0,Alive
O_lurida,21,Tide,91,0,Alive
O_lurida,21,Tide,92,0,Alive
O_lurida,21,Tide,93,0,Alive
O_lurida,21,Tide,94,0,Alive
O_lurida,21,Tide,95,0,Alive
O_lurida,21,Tide,96,0,Alive
O_lurida,21,Tide,97,0,Alive
O_lurida,21,Tide,98,0,Alive
O_lurida,21,Tide,99,0,Alive
O_lurida,21,Tide,100,0,Alive
O_lurida,21,Tide,101,0,Alive
O_lurida,21,Tide,102,0,Alive
O_lurida,21,Tide,103,0,Alive
O_lurida,21,Tide,104,0,Alive
O_lurida,21,Tide,105,0,Alive
O_lurida,21,Tide,106,0,Alive
O_lurida,21,Tide,107,0,Alive
O_lurida,21,Tide,108,0,Alive
O_lurida,21,Tide,109,0,Alive
O_lurida,21,Tide,110,0,Alive
O_lurida,21,Tide,111,0,Alive
O_lurida,21,Tide,112,0,Alive
O_lurida,21,Tide,113,0,Alive
O_lurida,21,Tide,114,0,Alive
O_lurida,21,Tide,115,0,Alive
O_lurida,21,Tide,116,0,Alive
O_lurida,21,Tide,117,0,Alive
O_lurida,21,Tide,118,0,Alive
O_lurida,21,Tide,119,0,Alive
O_lurida,21,Tide,120,0,Alive
O_lurida,21,Tide,121,0,Alive
O_lurida,21,Tide,122,0,Alive
O_lurida,21,Tide,123,0,Alive
O_lurida,21,Tide,124,0,Alive
O_lurida,21,Tide,125,0,Alive
O_lurida,21,Tide,126,0,Alive
O_lurida,21,Tide,127,0,Alive
O_lurida,21,Tide,128,0,Alive
O_lurida,21,Tide,129,0,Alive
O_lurida,21,Tide,130,0,Alive
O_lurida,21,Tide,131,0,Alive
O_lurida,21,Tide,132,0,Alive
O_lurida,21,Tide,133,0,Alive
O_lurida,21,Tide,134,0,Alive
O_lurida,21,Tide,135,0,Alive
O_lurida,21,Tide,136,0,Alive
O_lurida,21,Tide,137,0,Alive
O_lurida,21,Tide,138,0,Alive
O_lurida,21,Tide,139,0,Alive
O_lurida,21,Tide,140,0,Alive
O_lurida,21,Tide,141,0,Alive
O_lurida,21,Tide,142,0,Alive
O_lurida,21,Tide,143,0,Alive
O_lurida,21,Tide,144,0,Alive
O_lurida,21,Tide,145,0,Alive
O_lurida,21,Tide,146,0,Alive
O_lurida,21,Tide,147,0,Alive
O_lurida,21,Tide,148,0,Alive
O_lurida,21,Tide,149,0,Alive
O_lurida,21,Tide,150,0,Alive
O_lurida,21,Tide,151,0,Alive
O_lurida,21,Tide,152,0,Alive
O_lurida,21,Tide,153,0,Alive
O_lurida,21,Tide,154,0,Alive
